ax,ay,az,gx,gy,gz
0.95,-0.04,0.56,1.95,1.99,-0.17
0.95,-0.04,0.56,1.85,2.0,-0.18
0.95,-0.03,0.57,1.88,1.94,-0.2
0.95,-0.03,0.57,1.92,1.85,-0.28
0.95,-0.03,0.57,1.92,1.8,-0.37
0.96,-0.03,0.57,1.92,1.8,-0.37
0.96,-0.02,0.57,1.82,1.85,-0.44
0.96,-0.03,0.56,1.68,2.03,-0.5
0.96,-0.03,0.56,1.56,2.3,-0.53
0.96,-0.03,0.56,1.49,2.56,-0.47
0.96,-0.03,0.56,1.45,2.75,-0.4
0.95,-0.03,0.57,1.45,2.75,-0.4
0.94,-0.04,0.56,1.47,2.78,-0.31
0.94,-0.04,0.56,1.59,2.54,-0.15
0.94,-0.03,0.57,1.79,2.02,-0.0
0.95,-0.02,0.57,2.06,1.32,0.15
0.95,-0.02,0.57,2.06,1.32,0.15
0.97,-0.02,0.58,2.24,0.58,0.31
0.98,-0.01,0.58,2.16,-0.13,0.52
0.98,-0.01,0.57,1.79,-0.64,0.75
0.98,-0.02,0.57,1.32,-0.96,0.98
0.99,-0.03,0.56,0.87,-1.08,1.17
0.99,-0.03,0.56,0.87,-1.08,1.17
0.98,-0.03,0.56,0.53,-1.02,1.36
0.98,-0.04,0.56,0.28,-0.84,1.52
0.98,-0.04,0.56,0.14,-0.64,1.59
0.97,-0.04,0.56,0.05,-0.43,1.56
0.97,-0.04,0.56,-0.01,-0.23,1.43
0.97,-0.04,0.56,-0.01,-0.23,1.43
0.97,-0.04,0.56,-0.01,-0.08,1.17
0.97,-0.04,0.56,0.1,0.03,0.81
0.97,-0.04,0.56,0.29,0.11,0.41
0.97,-0.04,0.56,0.57,0.18,0.06
0.96,-0.04,0.56,0.94,0.19,-0.16
0.96,-0.04,0.56,0.94,0.19,-0.16
0.96,-0.03,0.56,1.32,0.08,-0.27
0.96,-0.03,0.56,1.72,-0.12,-0.34
0.96,-0.02,0.56,2.03,-0.44,-0.34
0.96,-0.02,0.56,2.17,-0.82,-0.28
0.96,-0.03,0.56,2.19,-1.26,-0.13
0.96,-0.03,0.56,2.19,-1.26,-0.13
0.96,-0.03,0.55,2.12,-1.73,0.05
0.97,-0.04,0.55,2.06,-2.17,0.27
0.97,-0.03,0.55,2.06,-2.53,0.49
0.98,-0.03,0.55,2.05,-2.66,0.67
0.98,-0.02,0.55,1.92,-2.54,0.79
0.98,-0.02,0.55,1.92,-2.54,0.79
0.98,-0.02,0.56,1.6,-2.2,0.87
0.98,-0.03,0.55,1.09,-1.65,0.9
0.97,-0.04,0.55,0.53,-0.96,0.91
0.96,-0.04,0.54,0.08,-0.23,0.88
0.95,-0.05,0.54,-0.2,0.4,0.86
0.95,-0.05,0.54,-0.2,0.4,0.86
0.94,-0.05,0.54,-0.28,0.76,0.85
0.94,-0.05,0.54,-0.17,0.9,0.77
0.95,-0.04,0.54,0.11,0.88,0.6
0.96,-0.05,0.54,0.53,0.82,0.38
0.96,-0.04,0.55,1.1,0.71,0.23
0.96,-0.04,0.55,1.1,0.71,0.23
0.96,-0.03,0.55,1.69,0.6,0.14
0.97,-0.02,0.55,2.17,0.49,0.06
0.98,-0.02,0.56,2.47,0.46,-0.05
0.99,-0.01,0.56,2.44,0.63,-0.14
0.99,-0.02,0.56,2.11,0.99,-0.19
0.99,-0.02,0.56,2.11,0.99,-0.19
0.98,-0.03,0.55,1.69,1.45,-0.17
0.97,-0.04,0.54,1.37,1.89,-0.1
0.96,-0.04,0.55,1.27,2.23,-0.03
0.96,-0.03,0.55,1.34,2.44,-0.0
0.97,-0.03,0.55,1.38,2.57,-0.04
0.97,-0.03,0.55,1.38,2.57,-0.04
0.97,-0.03,0.55,1.37,2.69,-0.12
0.97,-0.03,0.55,1.36,2.82,-0.24
0.97,-0.03,0.55,1.43,2.96,-0.38
0.96,-0.03,0.55,1.56,3.04,-0.49
0.97,-0.03,0.55,1.66,3.1,-0.52
0.97,-0.03,0.55,1.66,3.1,-0.52
0.97,-0.03,0.55,1.74,3.07,-0.49
0.96,-0.03,0.55,1.85,3.04,-0.37
0.96,-0.03,0.56,1.95,2.95,-0.2
0.96,-0.02,0.56,2.0,2.81,0.03
0.96,-0.02,0.56,2.04,2.61,0.21
0.96,-0.02,0.56,2.04,2.61,0.21
0.97,-0.02,0.56,2.05,2.35,0.37
