ax,ay,az,gx,gy,gz
0.06,0.16,1.04,4.84,-2.65,12.19
0.07,0.16,1.03,4.92,-3.19,11.62
0.07,0.16,1.02,4.92,-3.57,11.3
0.08,0.16,1.01,4.88,-3.86,11.27
0.08,0.16,1.0,4.87,-4.04,11.38
0.07,0.16,1.01,4.87,-4.1,11.61
0.07,0.16,1.01,4.87,-4.1,11.61
0.07,0.16,1.0,4.9,-4.01,11.88
0.07,0.16,1.0,4.98,-3.84,12.14
0.07,0.15,0.99,5.06,-3.65,12.34
0.08,0.15,0.98,5.19,-3.39,12.53
0.08,0.14,0.98,5.41,-3.13,12.77
0.08,0.14,0.98,5.41,-3.13,12.77
0.07,0.14,0.97,5.67,-3.0,13.03
0.07,0.14,0.97,5.94,-3.08,13.28
0.08,0.13,0.96,6.21,-3.35,13.5
0.07,0.13,0.95,6.49,-3.81,13.65
0.07,0.13,0.96,6.79,-4.35,13.64
0.07,0.13,0.96,6.79,-4.35,13.64
0.07,0.13,0.96,7.12,-4.92,13.43
0.07,0.14,0.96,7.35,-5.4,13.04
0.08,0.15,0.97,7.41,-5.61,12.51
0.08,0.15,0.98,7.22,-5.46,11.92
0.08,0.15,0.98,6.74,-4.9,11.25
0.08,0.15,0.98,6.74,-4.9,11.25
0.07,0.15,0.98,6.01,-3.99,10.53
0.07,0.14,0.97,5.21,-2.88,9.81
0.06,0.13,0.96,4.48,-1.79,9.18
0.05,0.13,0.96,3.96,-0.92,8.63
0.04,0.13,0.97,3.66,-0.35,8.16
0.04,0.13,0.97,3.66,-0.35,8.16
0.03,0.14,0.96,3.61,-0.09,7.76
0.03,0.14,0.96,3.74,-0.15,7.35
0.03,0.14,0.96,4.09,-0.54,6.87
0.04,0.14,0.95,4.64,-1.21,6.34
0.05,0.14,0.95,5.39,-2.04,5.81
0.05,0.14,0.95,5.39,-2.04,5.81
0.07,0.15,0.95,6.22,-2.96,5.38
0.08,0.15,0.96,6.95,-3.86,5.0
0.09,0.16,0.96,7.53,-4.53,4.71
0.08,0.16,0.96,7.96,-4.93,4.42
0.08,0.16,0.96,8.28,-5.14,4.07
0.08,0.16,0.96,8.28,-5.14,4.07
0.08,0.17,0.97,8.46,-5.11,3.61
0.07,0.19,0.98,8.47,-4.71,3.03
0.06,0.21,1.0,8.19,-3.95,2.23
0.05,0.22,1.01,7.5,-2.92,1.2
0.05,0.23,1.01,6.31,-1.65,0.06
0.05,0.23,1.01,6.31,-1.65,0.06
0.05,0.23,1.0,4.74,-0.35,-0.99
0.05,0.22,1.01,2.94,0.78,-1.83
0.04,0.2,1.0,1.14,1.62,-2.35
0.04,0.19,0.99,-0.38,2.13,-2.59
0.04,0.18,0.98,-1.41,2.31,-2.57
0.04,0.18,0.98,-1.41,2.31,-2.57
0.05,0.16,0.98,-1.84,2.2,-2.3
0.06,0.15,0.97,-1.62,1.88,-1.8
0.07,0.15,0.97,-0.79,1.43,-1.15
0.07,0.15,0.98,0.54,0.92,-0.41
0.07,0.16,0.98,2.19,0.42,0.28
0.07,0.16,0.98,2.19,0.42,0.28
0.08,0.17,0.99,3.96,-0.02,0.89
0.08,0.19,1.0,5.62,-0.43,1.42
0.09,0.2,1.01,6.96,-0.7,1.82
0.1,0.21,1.02,7.83,-0.8,2.13
0.1,0.22,1.03,8.18,-0.72,2.33
0.1,0.22,1.03,8.18,-0.72,2.33
0.09,0.21,1.03,8.04,-0.53,2.45
0.09,0.21,1.03,7.42,-0.29,2.48
0.1,0.2,1.03,6.49,-0.11,2.48
0.1,0.19,1.03,5.43,-0.02,2.42
0.11,0.18,1.03,4.38,-0.03,2.3
0.11,0.18,1.03,4.38,-0.03,2.3
0.11,0.16,1.02,3.34,-0.17,2.1
0.12,0.15,1.02,2.41,-0.31,1.77
0.13,0.13,1.02,1.66,-0.43,1.31
0.14,0.11,1.03,1.15,-0.4,0.68
0.15,0.1,1.03,0.88,-0.12,-0.11
0.15,0.1,1.03,0.88,-0.12,-0.11
0.16,0.08,1.04,0.81,0.4,-1.03
0.16,0.07,1.04,0.87,1.01,-2.08
0.16,0.07,1.04,1.09,1.65,-3.17
0.15,0.06,1.04,1.55,2.55,-4.18
0.14,0.04,1.06,2.16,3.27,-4.99
0.14,0.04,1.06,2.16,3.27,-4.99
0.13,0.03,1.07,2.75,3.53,-5.66
0.11,0.02,1.08,3.39,3.6,-6.32
0.08,0.01,1.1,4.09,3.36,-7.01
0.06,0.0,1.11,4.8,2.66,-7.91
0.04,0.0,1.12,5.53,1.59,-9.1
0.04,0.0,1.12,5.53,1.59,-9.1
0.02,0.02,1.14,6.23,0.2,-10.64
0.01,0.03,1.14,6.7,-1.41,-12.54
0.0,0.04,1.13,6.85,-3.25,-14.76
0.01,0.05,1.12,6.67,-5.29,-17.15
0.02,0.05,1.12,6.18,-7.5,-19.55
0.02,0.05,1.12,6.18,-7.5,-19.55
0.02,0.05,1.11,5.42,-9.74,-21.87
0.03,0.04,1.11,4.51,-11.8,-24.11
0.03,0.04,1.1,3.53,-13.55,-26.38
0.02,0.03,1.1,2.69,-14.9,-28.72
0.01,0.03,1.09,2.13,-15.89,-31.17
0.01,0.03,1.09,2.13,-15.89,-31.17
-0.01,0.04,1.09,1.78,-16.63,-33.72
-0.02,0.04,1.08,1.55,-17.23,-36.36
-0.03,0.05,1.07,1.52,-17.89,-39.11
-0.03,0.06,1.06,1.68,-18.76,-41.83
-0.03,0.07,1.06,1.94,-19.84,-44.37
-0.03,0.07,1.06,1.94,-19.84,-44.37
-0.02,0.08,1.06,2.19,-21.09,-46.62
-0.02,0.08,1.05,2.35,-22.47,-48.57
-0.03,0.09,1.04,2.49,-23.78,-50.36
-0.04,0.1,1.06,2.74,-24.97,-52.15
-0.04,0.11,1.07,3.0,-25.89,-53.95
-0.04,0.11,1.07,3.0,-25.89,-53.95
-0.04,0.1,1.08,3.05,-26.48,-55.76
-0.05,0.09,1.09,2.99,-26.7,-57.6
-0.06,0.09,1.09,3.12,-26.59,-59.56
-0.08,0.09,1.09,3.53,-26.38,-61.66
-0.09,0.1,1.08,4.1,-26.38,-63.88
-0.09,0.1,1.08,4.1,-26.38,-63.88
-0.09,0.12,1.06,4.79,-26.74,-66.14
-0.09,0.14,1.04,5.54,-27.56,-68.41
-0.08,0.16,1.04,6.28,-28.83,-70.59
-0.06,0.17,1.03,6.82,-30.46,-72.66
