ax,ay,az,gx,gy,gz
0.61,0.18,0.84,-2.69,9.88,0.2
0.61,0.18,0.84,-2.69,9.88,0.2
0.6,0.2,0.84,-1.73,10.42,-0.34
0.59,0.2,0.85,-1.09,10.53,-0.7
0.58,0.2,0.85,-0.87,10.16,-0.77
0.58,0.2,0.85,-0.87,9.35,-0.65
0.59,0.19,0.85,-0.95,8.18,-0.4
0.59,0.19,0.85,-0.95,8.18,-0.4
0.59,0.19,0.85,-0.99,6.82,-0.04
0.6,0.19,0.85,-0.93,5.48,0.37
0.59,0.2,0.85,-0.81,4.22,0.77
0.59,0.2,0.85,-0.7,2.92,1.16
0.6,0.2,0.85,-0.7,1.66,1.51
0.6,0.2,0.85,-0.7,1.66,1.51
0.61,0.2,0.85,-0.8,0.54,1.8
0.62,0.2,0.84,-0.95,-0.33,2.0
0.62,0.2,0.84,-1.15,-0.97,2.2
0.61,0.2,0.83,-1.34,-1.4,2.47
0.6,0.19,0.82,-1.48,-1.8,2.81
0.6,0.19,0.82,-1.48,-1.8,2.81
0.6,0.19,0.82,-1.59,-2.31,3.26
0.6,0.19,0.82,-1.66,-2.95,3.83
0.6,0.18,0.82,-1.66,-3.77,4.5
0.6,0.18,0.82,-1.62,-4.7,5.28
0.61,0.18,0.82,-1.57,-5.63,6.0
0.61,0.18,0.82,-1.57,-5.63,6.0
0.61,0.17,0.82,-1.5,-6.48,6.63
0.62,0.17,0.82,-1.38,-7.2,7.17
0.62,0.17,0.81,-1.21,-7.74,7.59
0.62,0.17,0.82,-0.92,-8.14,7.94
0.62,0.18,0.82,-0.56,-8.42,8.26
0.62,0.18,0.82,-0.56,-8.42,8.26
0.63,0.19,0.82,-0.28,-8.69,8.62
0.63,0.18,0.82,-0.24,-8.98,9.15
0.63,0.17,0.82,-0.48,-9.34,9.84
0.64,0.16,0.82,-0.86,-9.75,10.63
0.65,0.13,0.81,-1.22,-10.2,11.61
0.65,0.13,0.81,-1.22,-10.2,11.61
0.65,0.12,0.82,-1.51,-10.75,12.79
0.65,0.11,0.81,-1.65,-11.36,14.06
0.66,0.09,0.81,-1.71,-11.94,15.29
0.66,0.07,0.81,-1.65,-12.49,16.43
0.66,0.05,0.81,-1.53,-13.03,17.48
0.66,0.05,0.81,-1.53,-13.03,17.48
0.67,0.03,0.83,-1.48,-13.55,18.43
0.71,-0.0,0.85,-1.61,-14.0,19.5
0.75,-0.04,0.89,-2.12,-14.4,21.04
0.78,-0.08,0.92,-3.31,-14.71,23.09
0.77,-0.1,0.94,-5.27,-14.99,25.17
0.77,-0.1,0.94,-5.27,-14.99,25.17
0.74,-0.13,0.96,-7.88,-15.41,26.58
0.69,-0.16,0.96,-11.02,-16.18,26.82
0.66,-0.18,0.96,-14.64,-17.7,25.66
0.65,-0.21,0.94,-18.77,-20.19,23.14
0.65,-0.23,0.92,-23.3,-23.51,19.45
0.65,-0.23,0.92,-23.3,-23.51,19.45
0.69,-0.25,0.89,-28.08,-27.32,14.87
0.73,-0.28,0.86,-32.79,-31.29,9.81
0.77,-0.3,0.83,-36.94,-35.04,4.76
0.81,-0.32,0.81,-40.24,-38.2,-0.03
0.83,-0.34,0.77,-42.59,-40.61,-4.51
0.83,-0.34,0.77,-42.59,-40.61,-4.51
0.84,-0.35,0.75,-43.99,-42.25,-8.69
0.84,-0.36,0.74,-44.53,-43.24,-12.52
0.82,-0.36,0.72,-44.29,-43.67,-16.05
0.79,-0.35,0.72,-43.44,-43.77,-19.45
0.76,-0.33,0.7,-42.12,-43.64,-22.97
0.76,-0.33,0.7,-42.12,-43.64,-22.97
0.74,-0.32,0.68,-40.42,-43.31,-26.74
0.74,-0.3,0.68,-38.47,-42.82,-30.7
0.76,-0.3,0.68,-36.37,-42.15,-34.55
0.77,-0.29,0.67,-34.28,-41.32,-37.95
0.76,-0.28,0.66,-32.27,-40.26,-40.76
0.76,-0.28,0.66,-32.27,-40.26,-40.76
0.73,-0.26,0.65,-30.35,-39.0,-43.07
0.69,-0.23,0.65,-28.57,-37.64,-45.07
0.66,-0.19,0.68,-27.03,-36.34,-47.15
0.65,-0.14,0.71,-25.97,-35.28,-49.76
0.67,-0.08,0.74,-25.61,-34.25,-53.1
0.67,-0.08,0.74,-25.61,-34.25,-53.1
0.68,-0.04,0.76,-26.41,-33.06,-57.04
0.69,-0.0,0.77,-28.72,-31.51,-61.37
0.68,0.01,0.77,-32.54,-29.61,-65.72
0.66,0.02,0.75,-37.41,-27.5,-69.66
0.63,0.0,0.72,-42.62,-25.46,-73.07
0.63,0.0,0.72,-42.62,-25.46,-73.07
0.63,-0.02,0.69,-47.46,-23.68,-75.96
0.63,-0.03,0.66,-51.35,-22.17,-78.24
0.62,-0.04,0.64,-54.02,-20.96,-79.83
0.61,-0.03,0.63,-55.41,-19.92,-80.82
0.6,-0.01,0.61,-55.65,-18.92,-81.52
0.6,-0.01,0.61,-55.65,-18.92,-81.52
0.58,0.01,0.59,-54.97,-17.82,-82.3
0.58,0.04,0.59,-53.55,-16.62,-83.38
0.6,0.08,0.62,-51.55,-14.92,-84.8
0.6,0.13,0.64,-48.94,-12.12,-86.61
0.6,0.19,0.67,-45.76,-7.87,-88.9
0.6,0.19,0.67,-45.76,-7.87,-88.9
0.59,0.25,0.71,-42.19,-2.26,-91.71
0.58,0.31,0.77,-38.48,4.56,-94.79
0.56,0.36,0.82,-34.9,12.14,-97.76
0.51,0.4,0.86,-32.01,19.71,-100.24
0.45,0.42,0.86,-30.09,26.49,-101.92
0.45,0.42,0.86,-30.09,26.49,-101.92
0.37,0.43,0.85,-28.99,31.65,-102.48
0.3,0.44,0.82,-28.26,34.49,-101.77
0.25,0.45,0.8,-27.35,34.87,-100.09
0.24,0.47,0.78,-25.98,33.13,-97.92
0.27,0.5,0.77,-24.01,29.68,-95.61
0.27,0.5,0.77,-24.01,29.68,-95.61
0.32,0.52,0.77,-21.78,25.08,-93.23
0.37,0.55,0.75,-19.89,19.97,-90.82
0.43,0.56,0.75,-18.67,15.06,-88.44
0.48,0.57,0.75,-18.18,11.06,-86.16
0.52,0.57,0.76,-18.44,8.54,-83.99
0.52,0.57,0.76,-18.44,8.54,-83.99
0.55,0.58,0.77,-19.37,7.72,-81.91
0.55,0.58,0.78,-20.85,8.48,-79.89
0.51,0.58,0.78,-22.73,10.43,-77.92
0.46,0.58,0.77,-24.83,12.79,-76.01
0.43,0.59,0.76,-26.97,14.84,-74.15
0.43,0.59,0.76,-26.97,14.84,-74.15
0.41,0.58,0.75,-28.91,16.22,-72.24
0.41,0.58,0.74,-30.44,16.9,-70.16
0.42,0.56,0.73,-31.41,16.94,-67.82
0.45,0.54,0.72,-31.66,16.45,-65.05
0.48,0.5,0.72,-30.99,15.49,-61.63
0.48,0.5,0.72,-30.99,15.49,-61.63
0.5,0.49,0.71,-29.33,14.2,-57.46
0.5,0.5,0.71,-26.68,12.75,-52.81
0.51,0.51,0.71,-23.31,11.3,-48.3
0.53,0.52,0.72,-19.77,9.94,-44.25
0.56,0.54,0.73,-16.53,8.85,-40.71
0.56,0.54,0.73,-16.53,8.85,-40.71
0.57,0.56,0.73,-13.77,8.19,-37.75
0.58,0.58,0.72,-11.49,8.02,-35.4
0.59,0.6,0.73,-9.75,8.19,-33.49
0.6,0.61,0.73,-8.59,8.62,-31.65
0.62,0.62,0.74,-7.99,9.21,-29.6
0.62,0.62,0.74,-7.99,9.21,-29.6
0.64,0.62,0.75,-7.84,9.92,-27.08
0.66,0.61,0.77,-7.98,10.78,-23.95
0.65,0.61,0.79,-8.27,11.57,-20.18
0.63,0.6,0.8,-8.64,12.06,-16.0
0.62,0.59,0.81,-9.0,12.0,-11.74
0.62,0.59,0.81,-9.0,12.0,-11.74
0.62,0.59,0.81,-9.19,11.36,-7.68
0.64,0.59,0.82,-9.04,10.29,-4.08
0.65,0.59,0.81,-8.53,8.86,-1.04
0.67,0.58,0.79,-7.64,7.19,1.45
0.7,0.58,0.79,-6.4,5.4,3.55
0.7,0.58,0.79,-6.4,5.4,3.55
0.73,0.57,0.79,-4.82,3.62,5.54
0.76,0.57,0.79,-2.92,1.97,7.59
0.78,0.58,0.8,-0.59,0.58,9.76
0.79,0.59,0.8,2.03,-0.45,11.92
0.8,0.6,0.81,4.62,-1.2,14.0
0.8,0.6,0.81,4.62,-1.2,14.0
0.8,0.6,0.82,6.86,-1.7,15.93
0.79,0.61,0.82,8.63,-2.06,17.62
0.79,0.62,0.81,10.05,-2.25,19.06
0.78,0.62,0.8,11.29,-2.36,20.28
0.77,0.62,0.79,12.41,-2.58,21.45
0.77,0.62,0.79,12.41,-2.58,21.45
0.77,0.62,0.78,13.42,-3.0,22.66
0.78,0.61,0.78,14.41,-3.61,24.11
0.79,0.61,0.78,15.48,-4.28,25.91
0.79,0.6,0.78,16.68,-4.99,28.14
0.77,0.6,0.78,18.05,-5.69,30.7
0.77,0.6,0.78,18.05,-5.69,30.7
0.75,0.61,0.78,19.49,-6.42,33.33
0.73,0.61,0.78,20.83,-7.31,35.75
0.72,0.61,0.78,21.93,-8.43,37.78
0.71,0.62,0.76,22.79,-9.8,39.4
0.71,0.63,0.74,23.58,-11.48,40.49
0.71,0.63,0.74,23.58,-11.48,40.49
0.71,0.63,0.73,24.46,-13.54,40.97
0.73,0.64,0.72,25.47,-15.82,41.06
0.75,0.65,0.71,26.59,-17.79,41.02
0.8,0.65,0.72,27.6,-18.88,41.04
0.83,0.64,0.74,28.15,-18.77,41.35
0.83,0.64,0.74,28.15,-18.77,41.35
0.85,0.64,0.74,28.03,-17.33,42.25
0.83,0.63,0.75,27.17,-14.67,43.68
0.79,0.61,0.75,25.47,-11.4,45.37
0.76,0.59,0.73,22.98,-8.14,47.05
0.73,0.55,0.71,20.09,-5.36,48.53
0.73,0.55,0.71,20.09,-5.36,48.53
0.72,0.52,0.69,17.18,-3.09,49.69
0.71,0.49,0.66,14.57,-1.17,50.41
