ax,ay,az,gx,gy,gz
-0.1,1.1,0.48,15.37,-13.12,30.86
-0.12,0.99,0.5,9.13,-7.97,41.92
-0.15,0.87,0.53,2.15,-1.31,52.45
-0.15,0.87,0.53,2.15,-1.31,52.45
-0.19,0.76,0.56,-5.41,6.85,62.2
-0.26,0.65,0.6,-13.41,16.45,71.02
-0.33,0.52,0.65,-21.82,27.17,78.69
-0.42,0.39,0.71,-30.72,38.6,84.96
-0.48,0.25,0.78,-40.11,50.03,89.46
-0.48,0.25,0.78,-40.11,50.03,89.46
-0.54,0.09,0.87,-49.59,60.67,92.35
-0.61,-0.08,0.97,-58.59,70.01,93.9
-0.68,-0.27,1.05,-66.51,77.17,94.03
-0.69,-0.46,1.09,-72.74,81.14,92.77
-0.68,-0.61,1.14,-77.35,82.03,90.11
-0.68,-0.61,1.14,-77.35,82.03,90.11
-0.66,-0.73,1.21,-80.6,80.24,85.56
-0.59,-0.83,1.27,-82.4,76.05,78.8
-0.5,-0.91,1.3,-82.73,70.19,70.22
-0.42,-0.99,1.32,-81.58,63.18,60.62
-0.36,-1.04,1.33,-79.0,55.36,50.65
-0.36,-1.04,1.33,-79.0,55.36,50.65
-0.31,-1.06,1.32,-74.95,47.26,40.55
-0.24,-1.04,1.29,-69.25,39.36,29.88
-0.14,-1.0,1.26,-61.65,32.16,18.56
-0.02,-0.94,1.26,-52.37,25.83,7.09
0.09,-0.83,1.24,-42.07,20.26,-4.29
0.09,-0.83,1.24,-42.07,20.26,-4.29
0.21,-0.7,1.19,-31.1,15.04,-15.6
0.33,-0.56,1.14,-19.48,9.57,-26.62
0.44,-0.42,1.1,-7.3,3.24,-37.0
0.53,-0.25,1.07,5.11,-4.35,-46.68
0.62,-0.06,1.02,17.41,-13.51,-55.73
0.62,-0.06,1.02,17.41,-13.51,-55.73
0.7,0.13,0.98,29.33,-24.33,-64.28
0.79,0.31,0.94,40.55,-36.31,-72.22
0.87,0.5,0.87,50.8,-48.75,-79.21
0.96,0.7,0.83,60.01,-60.72,-84.78
1.01,0.91,0.86,68.16,-70.98,-88.33
1.01,0.91,0.86,68.16,-70.98,-88.33
0.97,1.12,0.92,74.59,-76.94,-89.51
0.87,1.35,0.93,78.3,-75.93,-89.22
0.71,1.59,0.93,78.88,-68.19,-88.26
0.5,1.79,0.93,76.1,-55.85,-86.67
0.25,1.9,0.86,69.37,-42.06,-83.71
0.25,1.9,0.86,69.37,-42.06,-83.71
0.04,1.9,0.75,58.91,-29.58,-79.32
-0.08,1.86,0.7,46.01,-20.66,-73.2
-0.14,1.79,0.72,32.4,-16.84,-64.76
-0.13,1.66,0.72,19.91,-16.93,-54.16
-0.13,1.66,0.72,9.88,-19.04,-42.2
-0.09,1.5,0.68,9.88,-19.04,-42.2
-0.06,1.36,0.65,2.78,-22.07,-29.49
-0.07,1.25,0.62,-1.59,-24.99,-16.2
-0.1,1.14,0.59,-4.0,-26.73,-2.85
-0.13,1.02,0.57,-5.37,-26.97,9.94
-0.13,1.02,0.57,-6.38,-25.74,21.84
-0.17,0.89,0.57,-6.38,-25.74,21.84
-0.21,0.76,0.59,-7.34,-22.95,32.56
-0.26,0.64,0.63,-8.33,-18.76,41.95
-0.3,0.51,0.67,-9.22,-13.29,50.17
-0.34,0.4,0.7,-10.02,-6.71,57.35
-0.34,0.4,0.7,-10.02,-6.71,57.35
-0.39,0.28,0.73,-10.97,0.52,63.52
-0.44,0.18,0.77,-12.66,7.88,68.57
-0.46,0.08,0.8,-15.6,14.96,72.57
-0.47,-0.03,0.84,-19.99,21.69,75.51
-0.48,-0.15,0.88,-25.6,27.93,77.27
-0.48,-0.15,0.88,-25.6,27.93,77.27
-0.5,-0.28,0.92,-31.94,33.35,77.72
-0.52,-0.42,0.95,-38.31,37.65,76.8
-0.53,-0.55,0.96,-44.08,40.92,74.37
-0.53,-0.65,0.95,-48.73,43.34,70.12
-0.5,-0.73,0.94,-51.72,44.86,64.04
-0.5,-0.73,0.94,-51.72,44.86,64.04
-0.46,-0.79,0.95,-52.59,45.61,56.64
-0.42,-0.84,0.98,-51.04,45.72,48.53
-0.39,-0.86,1.0,-47.1,45.1,40.38
-0.37,-0.83,1.03,-41.16,43.66,32.6
-0.34,-0.78,1.07,-33.86,41.44,24.84
-0.34,-0.78,1.07,-33.86,41.44,24.84
-0.28,-0.73,1.11,-25.98,38.69,16.57
-0.21,-0.67,1.14,-18.07,35.62,7.85
-0.12,-0.61,1.16,-10.52,32.27,-0.99
-0.04,-0.54,1.18,-3.37,28.47,-9.85
0.05,-0.46,1.2,3.29,24.04,-18.61
0.05,-0.46,1.2,3.29,24.04,-18.61
0.14,-0.37,1.22,9.18,18.84,-27.21
0.24,-0.26,1.22,14.05,12.69,-35.63
0.33,-0.16,1.2,17.88,5.6,-44.04
0.43,-0.05,1.17,21.14,-2.45,-52.57
0.53,0.07,1.14,24.4,-11.13,-61.1
0.53,0.07,1.14,24.4,-11.13,-61.1
0.63,0.21,1.12,27.96,-19.85,-69.32
0.71,0.35,1.09,31.97,-28.33,-76.85
0.79,0.51,1.02,36.24,-36.07,-83.78
0.89,0.68,0.95,40.95,-42.92,-90.09
0.98,0.86,0.93,46.55,-48.67,-95.07
0.98,0.86,0.93,46.55,-48.67,-95.07
0.98,1.05,0.96,52.6,-52.51,-98.02
0.88,1.25,0.99,57.96,-53.35,-99.12
0.73,1.45,0.99,61.62,-50.88,-99.3
0.55,1.63,0.98,63.3,-45.8,-98.66
0.38,1.76,0.95,62.98,-39.84,-96.69
0.38,1.76,0.95,62.98,-39.84,-96.69
0.22,1.82,0.88,60.63,-35.3,-92.76
0.1,1.86,0.84,56.44,-33.1,-87.04
0.04,1.83,0.79,50.58,-34.48,-79.38
0.04,1.79,0.76,43.51,-38.74,-70.15
0.04,1.7,0.73,35.78,-45.7,-59.24
0.04,1.7,0.73,35.78,-45.7,-59.24
0.05,1.59,0.69,27.95,-53.81,-47.07
0.07,1.46,0.65,20.48,-61.94,-34.5
0.09,1.34,0.63,13.85,-69.11,-22.08
0.13,1.24,0.64,8.27,-74.01,-10.06
0.17,1.15,0.65,3.72,-75.21,1.43
0.17,1.15,0.65,3.72,-75.21,1.43
0.2,1.08,0.65,-0.04,-71.66,12.3
0.17,1.0,0.64,-3.25,-63.16,22.68
0.09,0.92,0.63,-6.32,-50.45,32.66
-0.07,0.83,0.63,-9.45,-34.88,41.97
-0.24,0.73,0.66,-12.58,-18.45,50.3
-0.24,0.73,0.66,-12.58,-18.45,50.3
-0.38,0.61,0.68,-15.43,-3.18,57.38
-0.48,0.48,0.7,-17.41,10.06,63.4
-0.52,0.35,0.74,-17.94,20.74,68.76
-0.53,0.24,0.8,-16.94,28.91,73.89
-0.52,0.16,0.87,-15.17,34.77,78.81
-0.52,0.16,0.87,-15.17,34.77,78.81
-0.5,0.1,0.95,-13.95,38.5,83.23
-0.47,0.04,1.03,-14.64,40.83,86.52
-0.43,-0.05,1.08,-18.08,42.36,87.93
-0.37,-0.16,1.13,-24.27,43.4,87.42
-0.31,-0.29,1.16,-32.47,44.23,85.63
-0.31,-0.29,1.16,-32.47,44.23,85.63
-0.26,-0.44,1.19,-41.56,45.29,83.33
-0.26,-0.62,1.22,-50.92,46.68,80.44
-0.28,-0.78,1.23,-60.29,47.94,76.27
-0.27,-0.89,1.19,-68.76,48.72,69.9
-0.24,-0.96,1.12,-74.89,49.16,61.3
-0.24,-0.96,1.12,-74.89,49.16,61.3
-0.19,-1.02,1.05,-77.45,49.41,50.81
-0.09,-1.06,1.01,-75.49,48.96,39.55
-0.02,-1.06,1.02,-69.0,47.68,29.2
0.01,-1.0,1.05,-58.83,45.52,20.37
0.03,-0.89,1.06,-46.2,42.36,12.16
0.03,-0.89,1.06,-46.2,42.36,12.16
0.09,-0.76,1.07,-32.27,38.14,3.65
0.18,-0.63,1.09,-18.09,33.12,-5.27
0.29,-0.49,1.14,-4.45,27.69,-14.28
0.39,-0.33,1.17,7.87,22.25,-23.02
0.46,-0.15,1.16,18.15,16.59,-31.15
0.46,-0.15,1.16,18.15,16.59,-31.15
0.51,0.02,1.16,25.94,10.28,-38.55
0.55,0.18,1.1,30.96,3.74,-45.52
0.61,0.33,1.04,33.79,-2.49,-52.5
0.69,0.46,0.95,35.41,-8.22,-59.71
0.81,0.6,0.89,37.2,-13.79,-66.33
0.81,0.6,0.89,37.2,-13.79,-66.33
0.87,0.75,0.87,40.15,-19.24,-70.72
0.84,0.92,0.87,43.57,-23.94,-72.35
0.75,1.08,0.86,46.1,-26.78,-72.28
0.64,1.24,0.85,47.07,-26.61,-71.85
0.52,1.4,0.86,46.64,-23.26,-71.45
0.52,1.4,0.86,46.64,-23.26,-71.45
0.36,1.52,0.85,45.0,-17.97,-70.28
0.2,1.6,0.82,42.44,-12.77,-67.45
0.08,1.62,0.75,39.43,-9.35,-62.7
0.02,1.62,0.7,36.65,-8.31,-56.0
0.03,1.63,0.68,34.26,-9.49,-47.76
0.03,1.63,0.68,34.26,-9.49,-47.76
0.07,1.59,0.65,32.14,-12.38,-37.92
0.11,1.53,0.61,30.03,-15.3,-26.98
0.11,1.46,0.59,27.46,-17.69,-15.54
0.07,1.38,0.59,24.48,-19.11,-3.96
0.01,1.28,0.58,21.19,-19.04,7.36
0.01,1.28,0.58,21.19,-19.04,7.36
-0.05,1.17,0.58,17.69,-17.34,18.21
-0.1,1.07,0.6,14.02,-13.83,28.45
-0.13,0.96,0.62,10.03,-8.46,37.97
-0.19,0.83,0.64,5.63,-1.47,46.79
