ax,ay,az,gx,gy,gz
0.14,-1.62,0.36,-21.52,28.29,10.99
0.2,-1.57,0.37,-13.42,30.35,1.17
0.2,-1.57,0.37,-13.42,30.35,1.17
0.27,-1.45,0.45,-2.84,30.95,-9.42
0.35,-1.31,0.56,9.17,30.54,-21.03
0.42,-1.18,0.68,21.3,29.28,-33.5
0.49,-1.05,0.8,32.43,26.96,-46.18
0.53,-0.9,0.9,41.86,23.85,-58.24
0.53,-0.9,0.9,41.86,23.85,-58.24
0.55,-0.74,0.98,49.45,20.43,-69.38
0.57,-0.58,1.08,55.24,17.0,-79.86
0.62,-0.42,1.21,58.94,14.09,-90.05
0.72,-0.25,1.3,60.31,12.15,-100.55
0.81,-0.04,1.33,60.0,11.06,-110.92
0.81,-0.04,1.33,60.0,11.06,-110.92
0.81,0.19,1.42,59.41,10.69,-119.84
0.67,0.42,1.64,58.79,11.23,-126.0
0.36,0.67,1.86,55.82,11.53,-128.42
0.1,0.77,1.7,47.85,11.24,-128.04
-0.08,0.71,1.58,37.51,10.71,-125.76
-0.08,0.71,1.58,37.51,10.71,-125.76
-0.18,0.62,1.64,28.77,8.36,-121.64
-0.2,0.63,1.63,22.96,4.63,-115.49
-0.22,0.7,1.61,19.55,0.77,-107.58
-0.25,0.73,1.57,17.33,-3.09,-98.64
-0.28,0.71,1.49,15.89,-6.85,-88.84
-0.28,0.71,1.49,15.89,-6.85,-88.84
-0.32,0.68,1.4,15.24,-10.71,-77.79
-0.35,0.66,1.31,15.12,-14.94,-65.64
-0.36,0.63,1.23,15.05,-19.54,-52.99
-0.34,0.58,1.15,14.58,-24.24,-40.31
-0.32,0.5,1.08,13.45,-28.7,-27.73
-0.32,0.5,1.08,13.45,-28.7,-27.73
-0.3,0.4,1.01,11.47,-32.4,-15.12
-0.31,0.28,0.95,8.76,-34.83,-2.4
-0.33,0.16,0.88,5.57,-35.93,10.15
-0.35,0.04,0.8,2.16,-35.86,22.3
-0.38,-0.07,0.76,-1.36,-34.94,34.19
-0.38,-0.07,0.76,-1.36,-34.94,34.19
-0.45,-0.19,0.72,-5.13,-32.74,45.41
-0.52,-0.31,0.69,-9.34,-29.2,55.37
-0.56,-0.42,0.62,-14.28,-24.78,64.12
-0.56,-0.5,0.52,-20.26,-20.27,71.7
-0.52,-0.57,0.43,-27.13,-16.78,78.44
-0.52,-0.57,0.43,-27.13,-16.78,78.44
-0.52,-0.67,0.41,-34.74,-14.24,84.54
-0.54,-0.8,0.37,-42.84,-11.11,88.7
-0.51,-0.96,0.28,-50.62,-7.27,89.58
-0.44,-1.15,0.18,-57.64,-3.9,87.46
-0.33,-1.35,0.09,-63.61,-1.77,83.38
-0.33,-1.35,0.09,-63.61,-1.77,83.38
-0.21,-1.5,0.02,-67.59,-0.93,78.28
-0.08,-1.61,0.01,-68.63,-0.74,72.78
0.04,-1.7,0.05,-66.63,-0.27,66.78
0.16,-1.79,0.11,-62.49,0.83,60.16
0.25,-1.85,0.17,-57.0,2.69,53.06
0.25,-1.85,0.17,-57.0,2.69,53.06
0.31,-1.89,0.19,-50.2,5.45,45.5
0.35,-1.88,0.19,-41.72,8.83,37.53
0.37,-1.8,0.22,-31.17,11.75,29.59
0.41,-1.66,0.29,-18.91,14.25,20.96
0.49,-1.49,0.38,-5.77,16.47,10.76
0.49,-1.49,0.38,-5.77,16.47,10.76
0.57,-1.31,0.5,7.66,17.96,-0.4
0.65,-1.13,0.62,20.26,19.25,-12.25
0.74,-0.97,0.73,31.3,20.45,-24.44
0.81,-0.82,0.85,40.76,21.03,-35.64
0.84,-0.69,1.0,48.91,21.19,-45.11
0.84,-0.69,1.0,48.91,21.19,-45.11
0.83,-0.55,1.14,55.59,21.81,-53.13
0.78,-0.37,1.26,60.31,23.85,-60.55
0.72,-0.17,1.31,63.42,27.93,-68.28
0.68,0.06,1.39,66.33,32.83,-76.07
0.61,0.29,1.56,70.08,37.38,-82.51
0.61,0.29,1.56,70.08,37.38,-82.51
0.47,0.58,1.79,73.6,41.38,-86.63
0.27,0.9,1.93,74.75,43.8,-87.87
