ax,ay,az,gx,gy,gz
1.09,-0.16,0.64,10.5,-15.34,-19.67
1.19,-0.09,0.65,12.01,-17.94,-25.37
1.19,-0.09,0.65,12.01,-17.94,-25.37
1.26,-0.02,0.65,13.1,-20.29,-30.71
1.29,0.05,0.64,13.98,-21.57,-35.84
1.31,0.13,0.65,14.76,-20.86,-41.15
1.32,0.21,0.68,15.53,-17.06,-46.83
1.32,0.3,0.74,16.37,-9.34,-52.63
1.32,0.3,0.74,16.37,-9.34,-52.63
1.29,0.39,0.8,17.4,2.41,-58.1
1.21,0.47,0.84,18.7,17.36,-62.7
1.08,0.53,0.88,20.01,34.47,-66.66
0.89,0.6,0.98,21.34,51.7,-70.66
0.44,0.68,1.39,23.92,60.98,-74.2
0.44,0.68,1.39,23.92,60.98,-74.2
0.32,0.68,1.16,29.65,52.89,-74.3
0.46,0.71,0.74,37.15,39.61,-69.86
0.59,0.83,0.78,45.01,27.61,-63.3
0.69,0.96,1.0,51.54,16.01,-57.1
0.74,1.01,1.02,55.1,5.01,-52.29
0.74,1.01,1.02,55.1,5.01,-52.29
0.73,0.99,0.91,55.43,-4.64,-47.78
0.65,0.95,0.84,53.16,-11.69,-41.78
0.54,0.9,0.81,48.15,-15.76,-34.04
0.46,0.85,0.81,40.31,-18.59,-25.82
0.43,0.77,0.81,30.56,-21.6,-18.16
0.43,0.77,0.81,30.56,-21.6,-18.16
0.42,0.67,0.8,20.43,-24.17,-10.8
0.39,0.57,0.78,11.12,-25.4,-3.43
0.33,0.47,0.77,3.25,-25.22,3.81
0.25,0.37,0.76,-2.92,-24.12,10.65
0.18,0.29,0.75,-7.27,-22.72,17.12
0.18,0.29,0.75,-7.27,-22.72,17.12
0.12,0.21,0.74,-9.73,-21.34,23.47
0.08,0.14,0.74,-10.22,-20.04,29.9
0.05,0.07,0.75,-8.91,-18.64,36.44
0.03,0.02,0.77,-6.4,-17.01,43.06
0.01,-0.03,0.79,-3.46,-15.07,49.63
0.01,-0.03,0.79,-3.46,-15.07,49.63
-0.02,-0.08,0.8,-0.77,-12.85,56.07
-0.04,-0.12,0.83,1.05,-10.55,62.25
-0.06,-0.16,0.86,1.51,-8.47,67.79
-0.07,-0.21,0.89,0.15,-6.73,72.22
-0.05,-0.29,0.91,-3.21,-5.44,75.3
-0.05,-0.29,0.91,-3.21,-5.44,75.3
0.02,-0.36,0.91,-8.53,-4.47,77.25
0.07,-0.45,0.93,-15.41,-3.71,78.76
0.1,-0.54,0.93,-23.71,-2.61,79.93
0.12,-0.63,0.91,-33.21,-1.32,80.31
0.14,-0.75,0.88,-43.2,-0.44,79.74
