ax,ay,az,gx,gy,gz
0.02,-0.07,0.95,-8.18,-6.32,4.95
0.01,-0.07,0.95,-6.97,-5.22,4.51
0.0,-0.06,0.95,-5.38,-4.09,4.11
-0.01,-0.04,0.95,-3.51,-3.02,3.74
-0.02,-0.02,0.95,-1.48,-2.12,3.4
-0.02,-0.02,0.95,-1.48,-2.12,3.4
-0.03,0.0,0.97,0.48,-1.5,3.03
-0.04,0.02,0.98,2.11,-1.27,2.61
-0.05,0.03,1.0,3.15,-1.39,2.18
-0.04,0.04,1.01,3.48,-1.87,1.72
-0.02,0.02,1.01,3.01,-2.58,1.38
-0.02,0.02,1.01,3.01,-2.58,1.38
-0.02,0.01,1.01,1.88,-3.42,1.14
-0.01,-0.02,1.0,0.48,-4.23,0.88
0.0,-0.04,0.99,-0.81,-4.89,0.49
0.02,-0.06,0.99,-1.75,-5.3,0.02
0.02,-0.07,0.99,-2.3,-5.4,-0.41
0.02,-0.07,0.99,-2.3,-5.4,-0.41
0.02,-0.08,0.98,-2.51,-5.19,-0.83
0.03,-0.09,0.98,-2.41,-4.64,-1.36
0.03,-0.09,0.97,-1.97,-3.87,-2.01
0.03,-0.1,0.97,-1.17,-2.97,-2.73
0.03,-0.09,0.96,0.04,-1.98,-3.51
0.03,-0.09,0.96,0.04,-1.98,-3.51
0.03,-0.08,0.96,1.72,-0.99,-4.26
0.02,-0.07,0.97,3.76,-0.04,-4.94
0.01,-0.05,0.98,5.84,0.79,-5.46
0.01,-0.03,0.99,7.6,1.46,-5.9
0.01,-0.03,1.0,8.85,1.85,-6.27
0.01,-0.03,1.0,8.85,1.85,-6.27
0.01,-0.03,1.0,9.49,1.92,-6.51
0.01,-0.03,1.0,9.68,1.78,-6.63
0.01,-0.03,1.0,9.61,1.5,-6.71
0.01,-0.03,1.0,9.44,1.12,-6.78
0.01,-0.03,1.0,9.15,0.7,-6.83
0.01,-0.03,1.0,9.15,0.7,-6.83
0.01,-0.02,1.0,8.72,0.29,-6.89
0.02,-0.01,1.0,8.08,-0.05,-7.03
0.02,-0.01,0.99,7.21,-0.3,-7.14
0.02,-0.01,0.99,6.14,-0.46,-7.15
0.02,-0.01,0.98,4.96,-0.55,-7.1
0.02,-0.01,0.98,4.96,-0.55,-7.1
0.03,-0.02,0.98,3.76,-0.53,-7.02
0.03,-0.03,0.99,2.45,-0.39,-6.85
0.04,-0.05,0.99,1.09,-0.06,-6.63
0.04,-0.07,0.98,-0.1,0.47,-6.44
0.03,-0.08,0.98,-0.86,1.22,-6.43
0.03,-0.08,0.98,-0.86,1.22,-6.43
0.03,-0.08,0.97,-0.97,2.19,-6.64
0.02,-0.07,0.97,-0.46,3.26,-7.03
