ax,ay,az,gx,gy,gz
-0.05,0.09,0.98,-3.02,0.45,1.79
-0.05,0.09,0.98,-3.02,0.45,1.79
-0.05,0.09,0.97,-2.75,0.19,1.87
-0.05,0.09,0.97,-2.23,0.04,1.95
-0.05,0.1,0.98,-1.59,0.08,1.99
-0.05,0.11,0.98,-0.9,0.26,2.0
-0.05,0.12,0.98,-0.33,0.44,1.99
-0.05,0.12,0.98,-0.33,0.44,1.99
-0.06,0.13,0.98,0.02,0.55,2.05
-0.06,0.12,0.98,0.19,0.56,2.14
-0.06,0.12,0.98,0.25,0.49,2.23
-0.06,0.12,0.98,0.27,0.41,2.29
-0.06,0.12,0.98,0.28,0.36,2.36
-0.06,0.12,0.98,0.28,0.36,2.36
-0.05,0.12,0.98,0.25,0.31,2.4
-0.05,0.12,0.98,0.18,0.26,2.42
-0.04,0.11,0.98,0.13,0.23,2.5
-0.05,0.11,0.97,0.2,0.28,2.58
-0.06,0.12,0.97,0.31,0.3,2.61
-0.06,0.12,0.97,0.31,0.3,2.61
-0.07,0.13,0.97,0.47,0.28,2.53
-0.06,0.13,0.98,0.53,0.16,2.42
-0.06,0.14,0.98,0.38,-0.0,2.26
-0.05,0.13,0.98,0.02,-0.22,2.13
-0.05,0.12,0.98,-0.43,-0.35,2.06
-0.05,0.12,0.98,-0.43,-0.35,2.06
-0.05,0.11,0.97,-0.82,-0.38,2.01
-0.05,0.1,0.97,-1.04,-0.36,1.99
-0.04,0.1,0.97,-1.03,-0.25,1.98
-0.04,0.09,0.97,-0.76,-0.03,2.03
-0.04,0.1,0.96,-0.26,0.23,2.17
-0.04,0.1,0.96,-0.26,0.23,2.17
-0.04,0.1,0.96,0.41,0.55,2.37
-0.04,0.1,0.97,1.13,0.9,2.63
-0.05,0.11,0.97,1.8,1.26,2.91
-0.05,0.12,0.97,2.38,1.59,3.14
-0.05,0.13,0.98,2.84,1.85,3.31
-0.05,0.13,0.98,2.84,1.85,3.31
-0.06,0.13,0.98,3.1,2.08,3.42
-0.06,0.13,0.99,3.12,2.28,3.43
-0.06,0.14,0.99,2.92,2.42,3.25
-0.06,0.14,0.98,2.53,2.48,2.98
-0.06,0.13,0.99,1.97,2.38,2.66
-0.06,0.13,0.99,1.97,2.38,2.66
-0.06,0.13,0.99,1.32,2.18,2.34
-0.05,0.12,0.98,0.69,1.92,2.08
-0.05,0.11,0.98,0.16,1.67,1.89
-0.05,0.11,0.98,-0.21,1.45,1.76
-0.05,0.1,0.97,-0.31,1.28,1.67
-0.05,0.1,0.97,-0.31,1.28,1.67
-0.05,0.1,0.98,-0.19,1.17,1.6
-0.04,0.11,0.98,0.14,1.17,1.54
-0.04,0.11,0.98,0.54,1.29,1.57
-0.05,0.12,0.98,0.97,1.55,1.64
-0.06,0.13,0.98,1.37,1.92,1.71
-0.06,0.13,0.98,1.37,1.92,1.71
-0.06,0.14,0.99,1.66,2.29,1.77
-0.07,0.14,0.99,1.85,2.65,1.83
-0.07,0.15,0.99,1.94,2.95,1.9
-0.08,0.15,0.99,1.91,3.1,1.94
-0.08,0.15,0.99,1.76,3.05,1.95
-0.08,0.15,0.99,1.76,3.05,1.95
-0.08,0.14,0.99,1.5,2.77,1.97
-0.07,0.13,0.99,1.22,2.34,2.04
-0.07,0.13,0.99,0.97,1.82,2.12
-0.07,0.12,0.98,0.82,1.23,2.18
-0.06,0.12,0.98,0.77,0.6,2.18
-0.06,0.12,0.98,0.77,0.6,2.18
-0.05,0.12,0.98,0.77,0.0,2.22
-0.05,0.12,0.98,0.79,-0.52,2.26
-0.04,0.12,0.97,0.82,-0.93,2.31
-0.04,0.11,0.97,0.89,-1.13,2.37
-0.03,0.11,0.96,1.0,-1.14,2.41
-0.03,0.11,0.96,1.0,-1.14,2.41
-0.04,0.12,0.96,1.16,-0.96,2.41
-0.04,0.12,0.96,1.37,-0.6,2.35
-0.05,0.13,0.97,1.53,-0.12,2.18
-0.06,0.13,0.96,1.58,0.39,1.92
-0.07,0.14,0.96,1.5,0.83,1.54
-0.07,0.14,0.96,1.5,0.83,1.54
-0.07,0.14,0.97,1.28,1.06,1.05
-0.07,0.14,0.97,0.91,1.03,0.46
-0.07,0.14,0.97,0.44,0.72,-0.17
-0.06,0.14,0.98,-0.09,0.24,-0.74
-0.05,0.14,0.98,-0.69,-0.26,-1.15
-0.05,0.14,0.98,-0.69,-0.26,-1.15
-0.05,0.14,0.98,-1.4,-0.74,-1.46
-0.04,0.13,0.97,-2.12,-1.08,-1.7
-0.04,0.12,0.97,-2.68,-1.27,-1.78
-0.04,0.11,0.97,-3.0,-1.31,-1.69
-0.05,0.11,0.97,-2.98,-1.16,-1.52
-0.05,0.11,0.97,-2.98,-1.16,-1.52
-0.05,0.12,0.97,-2.71,-0.84,-1.3
-0.06,0.13,0.98,-2.28,-0.43,-1.06
-0.07,0.14,0.98,-1.82,-0.0,-0.77
-0.07,0.14,0.98,-1.4,0.39,-0.45
-0.08,0.15,0.99,-1.04,0.71,-0.08
-0.08,0.15,0.99,-1.04,0.71,-0.08
-0.09,0.15,0.98,-0.77,0.95,0.25
-0.09,0.15,0.99,-0.59,1.03,0.54
-0.09,0.15,0.99,-0.51,0.94,0.79
-0.08,0.15,0.99,-0.53,0.75,1.06
-0.08,0.15,0.99,-0.66,0.53,1.36
-0.08,0.15,0.99,-0.66,0.53,1.36
-0.08,0.15,0.99,-0.84,0.28,1.66
-0.08,0.14,0.98,-1.03,0.03,1.94
-0.07,0.14,0.98,-1.2,-0.25,2.15
-0.06,0.14,0.98,-1.33,-0.55,2.33
-0.05,0.13,0.97,-1.43,-0.75,2.45
-0.05,0.13,0.97,-1.43,-0.75,2.45
-0.05,0.13,0.97,-1.5,-0.87,2.57
