ax,ay,az,gx,gy,gz
-0.1,0.11,1.01,-1.83,0.69,-0.76
-0.1,0.11,1.01,-1.83,0.69,-0.76
-0.1,0.12,1.0,-1.73,0.6,-0.64
-0.1,0.12,1.01,-1.69,0.54,-0.46
-0.1,0.12,1.0,-1.72,0.55,-0.28
-0.1,0.13,1.01,-1.75,0.57,-0.15
-0.1,0.14,1.01,-1.85,0.61,-0.01
-0.1,0.14,1.01,-1.85,0.61,-0.01
-0.1,0.14,1.01,-2.06,0.67,0.15
-0.1,0.14,1.01,-2.41,0.77,0.33
-0.1,0.14,1.0,-2.84,0.83,0.59
-0.1,0.14,0.99,-3.2,0.79,0.88
-0.1,0.14,0.99,-3.4,0.66,1.17
-0.1,0.14,0.99,-3.4,0.66,1.17
-0.09,0.15,0.99,-3.49,0.47,1.44
-0.08,0.16,0.99,-3.49,0.22,1.68
-0.07,0.18,1.0,-3.47,0.05,1.93
-0.06,0.2,1.0,-3.52,0.01,2.16
-0.06,0.21,1.0,-3.75,0.06,2.45
-0.06,0.21,1.0,-3.75,0.06,2.45
-0.06,0.22,1.0,-4.19,0.21,2.83
-0.06,0.23,0.99,-4.85,0.44,3.32
-0.06,0.23,0.98,-5.6,0.7,3.93
-0.06,0.23,0.98,-6.37,1.02,4.67
-0.07,0.23,0.97,-7.06,1.29,5.51
-0.07,0.23,0.97,-7.06,1.29,5.51
-0.06,0.24,0.97,-7.62,1.55,6.41
-0.05,0.25,0.97,-8.04,1.8,7.37
-0.04,0.27,0.97,-8.35,2.08,8.36
-0.02,0.29,0.97,-8.65,2.44,9.36
-0.01,0.3,0.97,-9.0,2.9,10.42
-0.01,0.3,0.97,-9.0,2.9,10.42
0.0,0.31,0.98,-9.53,3.53,11.65
0.01,0.3,0.99,-10.27,4.43,13.16
-0.01,0.29,0.99,-11.2,5.6,14.93
-0.03,0.27,0.99,-12.11,6.96,16.9
-0.05,0.25,0.99,-12.7,8.23,18.93
-0.05,0.25,0.99,-12.7,8.23,18.93
-0.07,0.23,0.99,-12.83,9.19,20.99
-0.07,0.22,1.0,-12.53,9.77,23.01
-0.08,0.22,1.01,-12.04,10.05,25.03
-0.08,0.22,1.01,-11.49,10.05,27.03
-0.08,0.22,1.02,-11.05,9.75,29.03
-0.08,0.22,1.02,-11.05,9.75,29.03
-0.08,0.21,1.01,-10.79,9.23,30.97
-0.06,0.2,1.01,-10.69,8.54,32.74
-0.05,0.19,1.01,-10.74,7.76,34.32
-0.03,0.18,1.01,-10.93,7.0,35.69
-0.01,0.17,1.01,-11.24,6.38,36.89
-0.01,0.17,1.01,-11.24,6.38,36.89
-0.0,0.15,1.01,-11.66,5.97,37.93
0.0,0.13,1.01,-12.19,5.82,38.85
-0.0,0.11,1.0,-12.72,5.88,39.61
-0.01,0.09,1.0,-13.06,6.04,40.23
-0.01,0.07,1.0,-13.13,6.24,40.7
-0.01,0.07,1.0,-13.13,6.24,40.7
-0.01,0.06,1.0,-12.91,6.46,41.03
-0.01,0.06,1.01,-12.44,6.71,41.26
-0.0,0.06,1.01,-11.77,6.97,41.4
0.01,0.06,1.01,-10.95,7.28,41.44
0.01,0.07,1.03,-10.08,7.59,41.43
0.01,0.07,1.03,-10.08,7.59,41.43
0.0,0.07,1.03,-9.34,7.92,41.35
-0.01,0.06,1.04,-8.8,8.23,41.22
-0.02,0.06,1.04,-8.43,8.41,41.05
-0.04,0.06,1.05,-8.19,8.45,40.82
-0.06,0.05,1.06,-8.09,8.33,40.5
-0.06,0.05,1.06,-8.09,8.33,40.5
-0.07,0.05,1.06,-8.16,8.02,40.04
-0.06,0.05,1.06,-8.38,7.55,39.43
-0.05,0.05,1.07,-8.66,6.98,38.69
-0.04,0.06,1.08,-8.94,6.41,37.75
-0.02,0.07,1.09,-9.3,5.91,36.63
-0.02,0.07,1.09,-9.3,5.91,36.63
-0.02,0.08,1.1,-9.86,5.66,35.42
