ax,ay,az,gx,gy,gz
0.06,0.07,1.01,1.41,3.32,-1.43
0.07,0.09,1.01,1.32,3.17,-1.27
0.06,0.09,1.01,0.96,3.3,-1.04
0.05,0.06,1.0,0.37,3.52,-0.83
0.05,0.06,1.0,0.37,3.52,-0.83
0.05,0.04,1.0,-0.09,3.61,-0.66
0.05,0.04,1.0,-0.17,3.6,-0.41
0.06,0.05,1.0,0.11,3.61,-0.18
0.06,0.06,1.0,0.51,3.77,-0.1
0.05,0.07,1.01,0.82,4.06,-0.14
0.05,0.07,1.01,0.82,4.06,-0.14
0.05,0.07,1.01,0.9,4.37,-0.25
0.05,0.08,1.01,0.73,4.59,-0.4
0.06,0.07,1.0,0.4,4.71,-0.54
0.06,0.07,1.01,0.02,4.8,-0.64
0.06,0.06,1.0,-0.34,4.95,-0.72
0.06,0.06,1.0,-0.34,4.95,-0.72
0.05,0.05,1.0,-0.69,5.22,-0.86
0.05,0.05,1.0,-0.94,5.51,-1.08
0.05,0.05,1.0,-1.02,5.74,-1.33
0.05,0.05,1.0,-0.91,5.81,-1.51
0.04,0.05,1.0,-0.68,5.73,-1.57
0.04,0.05,1.0,-0.68,5.73,-1.57
0.04,0.06,1.01,-0.39,5.5,-1.53
0.04,0.07,1.01,-0.07,5.19,-1.43
0.04,0.07,1.01,0.17,4.96,-1.43
0.04,0.07,1.01,0.32,4.86,-1.52
0.03,0.07,1.02,0.32,4.74,-1.68
0.03,0.07,1.02,0.32,4.74,-1.68
0.04,0.08,1.02,0.22,4.51,-1.83
0.04,0.08,1.02,-0.04,4.21,-1.9
0.04,0.07,1.02,-0.36,3.83,-1.88
0.04,0.06,1.02,-0.68,3.42,-1.82
0.05,0.06,1.02,-0.87,3.07,-1.8
0.05,0.06,1.02,-0.87,3.07,-1.8
0.06,0.06,1.02,-0.95,2.95,-1.81
0.06,0.05,1.02,-1.02,3.14,-1.79
0.07,0.05,1.02,-1.08,3.52,-1.75
0.07,0.04,1.01,-1.01,4.03,-1.59
0.06,0.04,1.01,-0.72,4.56,-1.33
0.06,0.04,1.01,-0.72,4.56,-1.33
0.06,0.04,1.01,-0.19,5.0,-1.0
0.05,0.04,1.01,0.54,5.33,-0.67
0.05,0.04,1.02,1.46,5.57,-0.4
0.05,0.05,1.02,2.41,5.79,-0.2
0.06,0.06,1.02,3.28,6.06,-0.1
