ax,ay,az,gx,gy,gz
0.44,-0.02,0.86,-8.31,-3.66,6.35
0.44,0.0,0.87,-4.67,-1.97,6.15
0.43,0.02,0.88,-1.23,-0.1,5.85
0.42,0.04,0.9,1.82,1.83,5.46
0.41,0.07,0.91,4.26,3.67,5.01
0.41,0.07,0.91,4.26,3.67,5.01
0.39,0.09,0.92,5.97,5.26,4.56
0.38,0.11,0.93,6.93,6.49,4.13
0.37,0.12,0.93,7.12,7.27,3.75
0.37,0.12,0.94,6.65,7.54,3.42
0.38,0.13,0.94,5.64,7.37,3.16
0.38,0.13,0.94,5.64,7.37,3.16
0.39,0.12,0.94,4.17,7.01,3.02
0.38,0.12,0.94,2.47,6.5,3.1
0.37,0.11,0.93,0.77,5.88,3.34
0.37,0.11,0.93,-0.74,5.27,3.65
0.37,0.11,0.93,-1.86,4.72,4.01
0.37,0.11,0.93,-1.86,4.72,4.01
0.36,0.11,0.93,-2.6,4.24,4.35
0.36,0.12,0.93,-3.03,3.86,4.64
0.35,0.14,0.93,-3.21,3.49,4.9
0.36,0.16,0.92,-3.2,3.06,5.15
0.36,0.17,0.91,-3.06,2.63,5.42
0.36,0.17,0.91,-3.06,2.63,5.42
0.37,0.19,0.9,-2.81,2.27,5.79
0.37,0.2,0.89,-2.42,2.02,6.22
0.37,0.22,0.87,-1.87,1.89,6.7
0.38,0.25,0.85,-1.1,1.83,7.18
0.39,0.28,0.83,-0.04,1.83,7.68
0.39,0.28,0.83,-0.04,1.83,7.68
0.39,0.31,0.82,1.35,1.82,8.37
0.4,0.35,0.81,2.88,1.89,9.25
0.41,0.38,0.79,4.48,2.04,10.37
0.43,0.41,0.79,6.18,2.32,11.77
0.44,0.43,0.79,7.79,2.79,13.5
0.44,0.43,0.79,7.79,2.79,13.5
0.46,0.46,0.78,9.06,3.4,15.62
0.46,0.48,0.77,9.98,4.11,18.01
0.47,0.49,0.76,10.69,4.97,20.67
0.48,0.51,0.75,11.32,5.96,23.56
0.5,0.51,0.76,11.91,7.07,26.62
0.5,0.51,0.76,11.91,7.07,26.62
0.53,0.5,0.77,12.33,8.43,29.81
0.55,0.49,0.79,12.55,10.12,33.13
0.55,0.47,0.82,12.72,12.24,36.55
0.54,0.45,0.85,13.11,14.75,39.91
0.53,0.42,0.88,13.87,17.43,43.09
0.53,0.42,0.88,13.87,17.43,43.09
0.51,0.4,0.92,15.04,20.06,45.98
0.49,0.39,0.94,16.54,22.4,48.6
0.48,0.38,0.96,18.27,24.22,51.05
0.48,0.37,0.97,20.09,25.22,53.45
0.5,0.34,0.98,21.82,25.3,55.82
0.5,0.34,0.98,21.82,25.3,55.82
0.53,0.32,0.98,23.41,24.6,58.21
0.56,0.28,0.98,24.86,23.36,60.7
0.57,0.25,0.97,26.17,21.72,63.22
0.58,0.21,0.95,27.29,19.75,65.62
0.6,0.17,0.93,28.33,17.69,67.83
