ax,ay,az,gx,gy,gz
-0.02,0.21,1.0,-0.19,-1.73,0.59
-0.02,0.21,1.0,-0.19,-1.73,0.59
-0.01,0.2,1.0,-0.06,-1.37,1.03
-0.01,0.19,0.99,0.41,-1.02,1.45
-0.01,0.19,1.0,1.12,-0.7,1.86
-0.02,0.19,1.01,1.97,-0.44,2.25
-0.03,0.2,1.01,2.77,-0.27,2.53
-0.03,0.2,1.01,2.77,-0.27,2.53
-0.04,0.2,1.01,3.46,-0.28,2.66
-0.03,0.2,1.01,3.98,-0.51,2.62
-0.03,0.21,1.01,4.25,-0.94,2.52
-0.02,0.21,1.02,4.17,-1.49,2.4
-0.02,0.21,1.01,3.8,-2.09,2.24
-0.02,0.21,1.01,3.8,-2.09,2.24
-0.01,0.21,1.0,3.21,-2.71,2.04
-0.0,0.2,1.0,2.5,-3.27,1.79
0.01,0.19,0.99,1.84,-3.72,1.57
0.02,0.18,0.99,1.28,-3.96,1.45
0.03,0.17,0.98,0.88,-3.97,1.41
0.03,0.17,0.98,0.88,-3.97,1.41
0.03,0.16,0.98,0.71,-3.69,1.45
0.02,0.15,0.97,0.83,-3.22,1.46
0.02,0.15,0.97,1.27,-2.67,1.46
0.01,0.15,0.97,1.94,-2.12,1.36
0.0,0.16,0.97,2.75,-1.65,1.14
0.0,0.16,0.97,2.75,-1.65,1.14
-0.0,0.17,0.98,3.56,-1.29,0.85
-0.01,0.18,0.99,4.21,-1.15,0.49
-0.01,0.2,0.99,4.53,-1.22,0.14
-0.01,0.2,0.98,4.49,-1.51,-0.21
-0.0,0.2,0.98,4.16,-1.99,-0.6
-0.0,0.2,0.98,4.16,-1.99,-0.6
-0.0,0.21,0.98,3.68,-2.55,-1.05
0.0,0.21,0.98,3.04,-3.12,-1.54
0.01,0.22,0.97,2.28,-3.66,-2.05
0.01,0.22,0.97,1.45,-4.0,-2.55
0.01,0.23,0.98,0.62,-4.1,-3.06
0.01,0.23,0.98,0.62,-4.1,-3.06
0.01,0.24,0.98,-0.17,-3.9,-3.56
0.0,0.24,0.99,-0.95,-3.43,-4.05
-0.01,0.25,0.99,-1.7,-2.71,-4.46
-0.02,0.25,1.0,-2.38,-1.83,-4.8
-0.03,0.26,1.0,-2.88,-0.98,-5.08
-0.03,0.26,1.0,-2.88,-0.98,-5.08
-0.03,0.26,1.0,-3.19,-0.25,-5.29
-0.03,0.27,1.0,-3.34,0.29,-5.21
-0.03,0.27,0.99,-3.27,0.57,-4.8
-0.03,0.28,0.99,-2.95,0.56,-4.22
-0.02,0.29,0.99,-2.34,0.25,-3.49
-0.02,0.29,0.99,-2.34,0.25,-3.49
-0.01,0.31,0.99,-1.47,-0.29,-2.63
0.01,0.33,1.0,-0.43,-0.98,-1.74
0.02,0.35,1.01,0.59,-1.66,-0.84
0.03,0.37,1.02,1.39,-2.19,0.06
0.04,0.38,1.02,1.89,-2.55,0.92
0.04,0.38,1.02,1.89,-2.55,0.92
0.04,0.39,1.03,2.03,-2.67,1.75
0.04,0.4,1.03,1.84,-2.6,2.5
0.04,0.41,1.03,1.39,-2.41,3.19
0.05,0.42,1.03,0.76,-2.18,3.8
0.07,0.42,1.04,0.04,-1.88,4.36
0.07,0.42,1.04,0.04,-1.88,4.36
0.08,0.42,1.04,-0.72,-1.47,4.94
0.09,0.42,1.04,-1.41,-0.96,5.61
0.1,0.42,1.03,-1.92,-0.36,6.42
0.09,0.42,1.03,-2.12,0.26,7.41
0.09,0.42,1.03,-2.09,0.77,8.57
0.09,0.42,1.03,-2.09,0.77,8.57
0.1,0.42,1.02,-1.83,1.1,9.99
0.1,0.41,1.02,-1.38,1.32,11.69
0.12,0.4,1.03,-0.7,1.39,13.61
0.13,0.38,1.03,0.23,1.35,15.67
0.14,0.37,1.04,1.36,1.31,17.76
0.14,0.37,1.04,1.36,1.31,17.76
0.14,0.35,1.05,2.7,1.34,19.77
0.13,0.35,1.06,4.23,1.45,21.58
0.11,0.35,1.07,5.86,1.65,23.22
0.08,0.36,1.08,7.38,1.89,24.62
0.06,0.37,1.1,8.55,2.09,25.73
0.06,0.37,1.1,8.55,2.09,25.73
0.03,0.37,1.11,9.28,2.18,26.57
0.01,0.38,1.12,9.48,2.13,27.12
-0.01,0.39,1.12,9.08,1.91,27.38
-0.03,0.39,1.12,8.01,1.43,27.4
-0.03,0.38,1.09,6.42,0.59,27.27
-0.03,0.38,1.09,6.42,0.59,27.27
-0.01,0.37,1.08,4.58,-0.67,27.16
0.01,0.35,1.06,2.71,-2.21,27.12
0.02,0.32,1.03,0.94,-3.93,27.27
0.03,0.3,1.0,-0.59,-5.69,27.7
0.03,0.27,0.97,-1.58,-7.43,28.36
0.03,0.27,0.97,-1.58,-7.43,28.36
0.03,0.25,0.95,-1.92,-9.05,29.15
0.03,0.24,0.93,-1.55,-10.48,29.93
0.02,0.24,0.92,-0.56,-11.6,30.73
0.01,0.25,0.91,0.85,-12.28,31.57
0.01,0.27,0.91,2.27,-12.49,32.35
0.01,0.27,0.91,2.27,-12.49,32.35
0.0,0.27,0.9,3.36,-12.22,32.98
0.0,0.27,0.9,4.13,-11.51,33.48
-0.0,0.29,0.91,4.54,-10.57,33.86
-0.02,0.32,0.93,4.45,-9.38,34.02
-0.04,0.35,0.94,3.56,-7.92,33.89
-0.04,0.35,0.94,3.56,-7.92,33.89
-0.06,0.36,0.95,1.68,-6.2,33.44
-0.09,0.35,0.94,-1.2,-4.3,32.93
-0.11,0.33,0.93,-4.72,-2.39,32.43
-0.13,0.3,0.92,-8.38,-0.63,32.05
-0.13,0.27,0.91,-11.87,0.83,31.88
-0.13,0.27,0.91,-11.87,0.83,31.88
-0.14,0.23,0.9,-14.84,1.94,32.02
-0.14,0.2,0.88,-17.03,2.72,32.32
-0.14,0.17,0.87,-18.24,3.18,32.76
-0.14,0.14,0.86,-18.37,3.3,33.35
-0.12,0.12,0.86,-17.48,3.18,34.04
-0.12,0.12,0.86,-17.48,3.18,34.04
-0.1,0.12,0.86,-15.75,3.0,34.75
-0.09,0.12,0.87,-13.48,2.91,35.47
-0.09,0.13,0.88,-10.98,3.09,36.12
-0.11,0.14,0.9,-8.58,3.58,36.63
-0.13,0.15,0.91,-6.53,4.34,36.88
-0.13,0.15,0.91,-6.53,4.34,36.88
-0.16,0.17,0.94,-5.0,5.38,36.83
-0.19,0.19,0.96,-4.17,6.69,36.46
-0.21,0.19,0.97,-4.26,8.15,35.76
-0.23,0.19,0.96,-5.27,9.49,34.95
-0.23,0.18,0.95,-6.91,10.47,34.12
-0.23,0.18,0.95,-6.91,10.47,34.12
-0.21,0.17,0.95,-8.83,10.9,33.22
-0.19,0.15,0.93,-10.77,10.73,32.31
-0.18,0.13,0.92,-12.49,10.14,31.47
-0.17,0.11,0.91,-13.8,9.24,30.79
-0.15,0.08,0.9,-14.6,8.14,30.37
-0.15,0.08,0.9,-14.6,8.14,30.37
-0.14,0.05,0.9,-14.78,7.05,30.26
-0.13,0.03,0.91,-14.34,6.13,30.45
-0.14,0.03,0.91,-13.38,5.58,30.87
-0.15,0.02,0.91,-11.98,5.45,31.41
-0.17,0.02,0.93,-10.29,5.7,31.9
-0.17,0.02,0.93,-10.29,5.7,31.9
-0.17,0.04,0.94,-8.51,6.18,32.25
-0.17,0.06,0.96,-6.83,6.79,32.32
-0.16,0.08,0.98,-5.44,7.48,32.09
-0.17,0.1,0.99,-4.56,8.06,31.63
-0.17,0.1,0.99,-4.37,8.38,31.03
-0.19,0.12,1.0,-4.37,8.38,31.03
-0.21,0.12,1.0,-4.86,8.29,30.33
-0.21,0.11,1.0,-5.87,7.74,29.57
-0.19,0.1,1.01,-7.21,6.79,28.78
-0.18,0.09,1.01,-8.79,5.54,28.09
-0.18,0.09,1.01,-10.47,4.13,27.54
-0.16,0.06,1.0,-10.47,4.13,27.54
-0.14,0.04,0.99,-12.0,2.71,27.18
-0.12,0.01,0.98,-13.09,1.3,26.87
-0.08,-0.0,0.98,-13.49,-0.06,26.52
-0.05,-0.0,0.97,-13.12,-1.23,26.08
-0.05,-0.0,0.97,-13.12,-1.23,26.08
-0.03,0.01,0.98,-12.11,-2.08,25.5
-0.03,0.01,0.98,-10.68,-2.53,24.85
-0.03,0.02,0.97,-9.0,-2.6,24.18
-0.04,0.04,0.98,-7.26,-2.37,23.54
