ax,ay,az,gx,gy,gz
0.02,0.04,1.01,-2.9,0.42,-0.78
0.01,0.04,1.01,-2.67,0.46,-0.82
0.01,0.05,1.01,-2.49,0.46,-0.82
0.01,0.05,1.01,-2.28,0.43,-0.85
0.01,0.05,1.01,-2.28,0.43,-0.85
0.02,0.05,1.01,-2.03,0.43,-0.85
0.01,0.05,1.01,-1.74,0.47,-0.82
0.0,0.06,1.01,-1.42,0.51,-0.76
-0.0,0.06,1.01,-1.19,0.43,-0.73
0.0,0.07,1.02,-1.1,0.24,-0.75
0.0,0.07,1.02,-1.1,0.24,-0.75
0.01,0.07,1.02,-1.16,-0.06,-0.79
0.01,0.07,1.02,-1.35,-0.38,-0.85
0.02,0.07,1.02,-1.63,-0.69,-0.89
0.03,0.06,1.01,-1.94,-0.87,-0.85
0.02,0.06,1.01,-2.22,-0.96,-0.75
0.02,0.06,1.01,-2.22,-0.96,-0.75
0.03,0.05,1.01,-2.4,-0.99,-0.57
0.02,0.05,1.01,-2.46,-1.01,-0.36
0.02,0.05,1.01,-2.42,-1.02,-0.14
0.03,0.05,1.01,-2.28,-0.97,0.05
0.03,0.05,1.01,-2.03,-0.87,0.19
0.03,0.05,1.01,-2.03,-0.87,0.19
0.03,0.05,1.01,-1.74,-0.76,0.32
0.03,0.05,1.01,-1.48,-0.63,0.43
0.02,0.05,1.01,-1.27,-0.56,0.47
0.02,0.05,1.01,-1.18,-0.6,0.5
0.02,0.05,1.01,-1.19,-0.74,0.53
0.02,0.05,1.01,-1.19,-0.74,0.53
0.02,0.05,1.0,-1.25,-0.93,0.55
0.02,0.05,1.0,-1.29,-1.17,0.56
0.02,0.05,1.01,-1.29,-1.34,0.57
0.02,0.05,1.0,-1.21,-1.48,0.59
0.02,0.05,1.01,-1.05,-1.54,0.57
0.02,0.05,1.01,-1.05,-1.54,0.57
0.03,0.06,1.01,-0.91,-1.53,0.54
0.03,0.06,1.01,-0.81,-1.44,0.56
0.02,0.06,1.01,-0.76,-1.36,0.62
0.01,0.06,1.01,-0.79,-1.36,0.69
0.01,0.06,1.01,-0.94,-1.45,0.7
0.01,0.06,1.01,-0.94,-1.45,0.7
0.02,0.06,1.01,-1.2,-1.59,0.67
0.03,0.05,1.01,-1.5,-1.7,0.6
0.03,0.05,1.0,-1.72,-1.76,0.56
0.02,0.05,1.0,-1.82,-1.74,0.51
0.03,0.05,1.0,-1.81,-1.68,0.47
0.03,0.05,1.0,-1.81,-1.68,0.47
0.03,0.04,1.01,-1.79,-1.6,0.45
0.03,0.04,1.0,-1.75,-1.47,0.44
0.03,0.04,1.0,-1.65,-1.3,0.42
0.02,0.04,1.0,-1.51,-1.14,0.42
0.02,0.04,1.0,-1.34,-1.01,0.46
0.02,0.04,1.0,-1.34,-1.01,0.46
0.01,0.04,1.0,-1.17,-0.97,0.5
0.02,0.04,1.0,-1.02,-1.02,0.55
0.02,0.05,1.0,-0.84,-1.14,0.6
0.02,0.06,1.0,-0.64,-1.16,0.64
0.02,0.06,1.0,-0.49,-1.1,0.67
0.02,0.06,1.0,-0.49,-1.1,0.67
0.02,0.06,1.0,-0.48,-1.02,0.65
0.02,0.06,1.0,-0.58,-0.91,0.63
0.02,0.05,1.0,-0.75,-0.85,0.67
0.01,0.05,1.0,-0.91,-0.89,0.71
0.01,0.05,1.0,-1.11,-1.08,0.74
0.01,0.05,1.0,-1.11,-1.08,0.74
0.02,0.05,1.0,-1.35,-1.34,0.76
0.03,0.04,1.0,-1.67,-1.6,0.76
0.03,0.04,1.0,-1.93,-1.73,0.73
0.03,0.03,0.99,-2.03,-1.72,0.7
0.03,0.04,0.99,-1.95,-1.57,0.65
0.03,0.04,0.99,-1.95,-1.57,0.65
0.03,0.04,0.99,-1.77,-1.35,0.58
0.02,0.04,0.99,-1.54,-1.14,0.56
0.02,0.04,0.99,-1.32,-0.97,0.55
0.02,0.04,0.99,-1.09,-0.86,0.53
0.02,0.05,0.99,-0.86,-0.73,0.45
0.02,0.05,0.99,-0.86,-0.73,0.45
0.03,0.05,0.99,-0.64,-0.58,0.34
0.03,0.06,1.0,-0.49,-0.4,0.27
0.03,0.06,1.0,-0.46,-0.21,0.22
0.03,0.06,1.0,-0.54,-0.0,0.19
0.02,0.06,1.0,-0.67,0.24,0.15
0.02,0.06,1.0,-0.67,0.24,0.15
0.02,0.06,1.01,-0.86,0.42,0.12
0.02,0.05,1.01,-1.12,0.53,0.09
0.02,0.05,1.01,-1.38,0.52,0.08
0.02,0.04,1.01,-1.58,0.43,0.05
0.02,0.04,1.01,-1.69,0.29,0.05
0.02,0.04,1.01,-1.69,0.29,0.05
0.02,0.04,1.02,-1.69,0.14,0.05
0.02,0.04,1.02,-1.67,0.01,0.03
0.02,0.04,1.01,-1.61,-0.15,0.02
0.03,0.04,1.01,-1.57,-0.29,0.01
0.03,0.04,1.01,-1.49,-0.47,-0.04
0.03,0.04,1.01,-1.49,-0.47,-0.04
0.03,0.05,1.01,-1.42,-0.6,-0.06
0.03,0.05,1.01,-1.36,-0.65,-0.11
0.03,0.05,1.01,-1.35,-0.63,-0.2
0.04,0.05,1.01,-1.39,-0.49,-0.34
0.04,0.05,1.01,-1.43,-0.19,-0.46
0.04,0.05,1.01,-1.43,-0.19,-0.46
0.03,0.05,1.01,-1.43,0.23,-0.54
0.03,0.04,1.01,-1.35,0.65,-0.59
0.02,0.05,1.01,-1.22,0.94,-0.6
0.01,0.05,1.01,-1.06,1.03,-0.62
0.01,0.05,1.01,-0.91,0.94,-0.66
0.01,0.05,1.01,-0.91,0.94,-0.66
0.02,0.05,1.01,-0.72,0.72,-0.71
0.02,0.06,1.01,-0.54,0.38,-0.75
0.02,0.06,1.01,-0.42,-0.02,-0.73
0.02,0.06,1.01,-0.46,-0.45,-0.66
0.02,0.06,1.01,-0.61,-0.89,-0.53
0.02,0.06,1.01,-0.61,-0.89,-0.53
0.02,0.06,1.02,-0.82,-1.37,-0.43
0.02,0.06,1.01,-1.13,-1.83,-0.37
0.03,0.06,1.01,-1.58,-2.24,-0.32
0.03,0.05,1.01,-2.09,-2.53,-0.35
0.04,0.04,1.01,-2.57,-2.63,-0.43
0.04,0.04,1.01,-2.57,-2.63,-0.43
0.04,0.04,1.0,-2.91,-2.47,-0.58
0.04,0.04,1.0,-3.06,-2.08,-0.7
0.04,0.03,1.0,-3.04,-1.6,-0.81
0.03,0.03,1.0,-2.87,-1.15,-0.85
0.02,0.04,1.0,-2.58,-0.82,-0.82
0.02,0.04,1.0,-2.58,-0.82,-0.82
0.02,0.04,1.0,-2.19,-0.6,-0.8
0.03,0.04,1.0,-1.69,-0.47,-0.82
0.03,0.04,1.0,-1.17,-0.38,-0.79
0.03,0.05,1.0,-0.62,-0.25,-0.67
0.03,0.05,1.0,-0.11,-0.15,-0.46
0.02,0.06,1.01,-0.11,-0.15,-0.46
0.01,0.06,1.01,0.26,-0.21,-0.26
0.0,0.07,1.01,0.38,-0.5,-0.16
0.01,0.07,1.01,0.15,-0.96,-0.17
0.02,0.07,1.01,-0.41,-1.47,-0.25
0.02,0.07,1.01,-1.17,-1.84,-0.4
0.03,0.06,1.01,-1.17,-1.84,-0.4
0.04,0.05,1.0,-1.93,-2.02,-0.56
0.04,0.04,0.99,-2.54,-1.99,-0.74
0.04,0.04,0.99,-2.93,-1.73,-0.91
0.04,0.03,0.99,-3.1,-1.3,-1.06
0.04,0.03,0.99,-3.1,-1.3,-1.06
0.04,0.03,0.98,-3.14,-0.76,-1.18
0.04,0.03,0.99,-3.06,-0.18,-1.33
0.04,0.03,0.99,-2.86,0.47,-1.51
0.03,0.03,0.99,-2.57,1.14,-1.75
0.03,0.03,0.99,-2.19,1.75,-1.95
0.03,0.03,0.99,-2.19,1.75,-1.95
0.02,0.04,0.99,-1.78,2.23,-2.15
0.02,0.05,1.0,-1.42,2.58,-2.35
0.02,0.06,1.0,-1.28,2.71,-2.59
0.01,0.06,1.0,-1.37,2.66,-2.91
0.02,0.06,1.01,-1.64,2.46,-3.33
0.02,0.06,1.01,-1.64,2.46,-3.33
0.02,0.06,1.01,-2.01,2.19,-3.77
0.03,0.07,1.02,-2.47,1.91,-4.04
0.03,0.06,1.01,-3.01,1.66,-4.2
0.03,0.06,1.01,-3.54,1.43,-4.27
0.04,0.06,1.01,-3.99,1.31,-4.28
0.04,0.06,1.01,-3.99,1.31,-4.28
0.04,0.06,1.01,-4.24,1.3,-4.22
0.04,0.06,1.01,-4.28,1.49,-4.15
0.03,0.06,1.01,-4.17,1.84,-4.11
0.03,0.07,1.01,-4.02,2.33,-4.21
0.02,0.07,1.0,-3.82,2.87,-4.52
0.02,0.07,1.0,-3.82,2.87,-4.52
0.02,0.07,1.0,-3.54,3.36,-5.07
0.03,0.08,1.0,-3.22,3.8,-5.78
0.03,0.08,1.0,-2.95,4.16,-6.51
0.03,0.09,1.01,-2.93,4.41,-7.12
0.03,0.09,1.01,-3.22,4.56,-7.61
0.03,0.09,1.01,-3.22,4.56,-7.61
0.03,0.09,1.01,-3.73,4.68,-7.97
0.03,0.08,1.01,-4.34,4.67,-8.03
0.02,0.08,1.02,-4.99,4.42,-7.58
0.0,0.07,1.02,-5.74,3.81,-6.61
-0.01,0.06,1.02,-6.6,2.79,-5.41
-0.01,0.06,1.02,-6.6,2.79,-5.41
-0.01,0.05,1.02,-7.43,1.56,-4.25
0.01,0.03,1.01,-8.0,0.35,-3.32
0.02,0.03,1.0,-8.05,-0.57,-2.59
0.02,0.03,0.99,-7.5,-1.05,-2.05
0.02,0.03,0.99,-6.4,-1.16,-1.72
0.02,0.03,0.99,-6.4,-1.16,-1.72
0.02,0.04,0.99,-5.0,-1.03,-1.57
0.03,0.06,1.0,-3.56,-0.73,-1.5
0.03,0.07,1.0,-2.33,-0.23,-1.44
0.02,0.07,1.0,-1.4,0.42,-1.37
0.01,0.07,1.0,-0.76,1.08,-1.24
0.01,0.07,1.0,-0.76,1.08,-1.24
0.0,0.07,1.01,-0.39,1.61,-0.9
-0.02,0.07,1.01,-0.32,1.88,-0.43
-0.05,0.07,1.0,-0.51,1.71,0.0
-0.06,0.06,1.0,-0.89,1.0,0.2
-0.07,0.05,1.0,-1.32,-0.08,0.05
-0.07,0.05,1.0,-1.32,-0.08,0.05
-0.06,0.04,0.99,-1.67,-1.37,-0.35
-0.06,0.03,0.99,-1.87,-2.63,-0.75
-0.05,0.03,0.98,-1.95,-3.59,-1.03
-0.06,0.03,0.98,-2.03,-4.17,-1.18
-0.07,0.03,0.96,-2.19,-4.42,-1.08
-0.07,0.03,0.96,-2.19,-4.42,-1.08
-0.09,0.02,0.94,-2.53,-4.35,-0.75
-0.09,0.02,0.92,-3.06,-3.92,-0.35
-0.08,0.01,0.89,-3.72,-3.09,0.12
-0.09,0.0,0.87,-4.44,-1.78,0.73
-0.1,-0.01,0.85,-5.15,0.11,1.53
-0.1,-0.01,0.85,-5.15,0.11,1.53
-0.11,-0.02,0.84,-5.89,2.61,2.54
-0.11,-0.02,0.84,-6.68,5.74,3.64
-0.12,-0.04,0.84,-7.63,9.59,4.78
-0.14,-0.08,0.85,-8.88,14.06,6.02
-0.17,-0.12,0.85,-10.41,18.82,7.43
-0.17,-0.12,0.85,-10.41,18.82,7.43
-0.23,-0.16,0.84,-12.12,23.74,8.71
-0.28,-0.2,0.84,-13.53,28.32,9.54
-0.31,-0.24,0.85,-14.51,32.14,9.82
-0.32,-0.27,0.86,-15.22,35.21,9.7
-0.3,-0.29,0.89,-15.79,37.39,9.27
-0.3,-0.29,0.89,-15.79,37.39,9.27
-0.26,-0.32,0.93,-16.35,38.88,8.42
-0.23,-0.37,0.97,-17.02,40.19,7.06
-0.24,-0.42,1.0,-17.8,41.6,5.04
-0.25,-0.46,1.02,-18.44,43.2,1.84
-0.22,-0.5,1.04,-18.7,44.92,-2.9
-0.22,-0.5,1.04,-18.7,44.92,-2.9
-0.15,-0.54,1.07,-18.46,46.78,-8.96
-0.09,-0.56,1.11,-17.89,48.93,-15.51
-0.04,-0.59,1.13,-17.15,51.46,-22.0
-0.01,-0.62,1.15,-16.3,54.08,-28.37
0.02,-0.64,1.17,-15.3,56.33,-34.51
0.02,-0.64,1.17,-15.3,56.33,-34.51
0.04,-0.65,1.18,-13.9,57.77,-39.98
0.04,-0.63,1.19,-11.96,57.94,-44.49
0.04,-0.59,1.21,-9.61,56.31,-48.61
0.06,-0.56,1.23,-7.11,52.69,-52.89
