ax,ay,az,gx,gy,gz
-0.0,0.22,0.96,6.08,1.33,0.8
-0.01,0.23,0.98,6.99,1.62,0.29
-0.03,0.25,0.98,7.41,1.72,-0.19
-0.03,0.25,0.99,7.3,1.65,-0.62
-0.04,0.26,1.0,6.66,1.44,-1.04
-0.04,0.26,1.0,6.66,1.44,-1.04
-0.04,0.25,1.0,5.61,1.16,-1.47
-0.05,0.24,1.01,4.28,0.93,-1.94
-0.05,0.23,1.0,2.82,0.7,-2.46
-0.06,0.23,1.0,1.51,0.43,-3.04
-0.06,0.22,0.99,0.45,0.12,-3.6
-0.06,0.22,0.99,0.45,0.12,-3.6
-0.05,0.22,0.99,-0.34,-0.27,-4.1
-0.05,0.22,0.98,-0.84,-0.75,-4.5
-0.05,0.21,0.98,-1.06,-1.26,-4.76
-0.04,0.21,0.98,-0.93,-1.74,-4.81
-0.04,0.2,0.97,-0.46,-2.11,-4.7
-0.04,0.2,0.97,-0.46,-2.11,-4.7
-0.05,0.21,0.98,0.31,-2.32,-4.47
-0.05,0.21,0.99,1.34,-2.39,-4.23
-0.06,0.22,0.99,2.49,-2.33,-4.05
-0.06,0.23,0.99,3.59,-2.18,-3.87
-0.05,0.23,1.0,4.54,-2.03,-3.65
-0.05,0.23,1.0,4.54,-2.03,-3.65
-0.05,0.23,1.0,5.32,-1.82,-3.35
-0.05,0.24,0.99,5.96,-1.58,-3.04
-0.05,0.24,0.99,6.48,-1.43,-2.67
-0.04,0.24,0.98,6.8,-1.45,-2.19
-0.04,0.24,0.98,6.86,-1.69,-1.61
-0.04,0.24,0.98,6.86,-1.69,-1.61
-0.03,0.23,0.97,6.73,-2.12,-1.0
-0.02,0.23,0.96,6.57,-2.67,-0.42
-0.0,0.23,0.97,6.38,-3.16,0.14
0.01,0.22,0.98,6.09,-3.57,0.68
0.01,0.21,0.98,5.69,-3.79,1.09
0.01,0.21,0.98,5.69,-3.79,1.09
0.02,0.21,0.98,5.16,-3.75,1.29
0.04,0.2,0.99,4.54,-3.45,1.25
0.05,0.2,0.99,3.8,-2.82,1.06
0.06,0.19,0.99,3.06,-1.84,0.71
0.05,0.18,0.99,2.36,-0.53,0.22
0.05,0.18,0.99,2.36,-0.53,0.22
0.04,0.18,1.0,1.74,1.01,-0.34
0.03,0.17,1.0,1.15,2.6,-1.03
0.01,0.17,1.01,0.57,4.07,-1.9
-0.01,0.17,1.03,0.01,5.34,-3.02
-0.03,0.17,1.04,-0.57,6.32,-4.43
-0.03,0.17,1.04,-0.57,6.32,-4.43
-0.05,0.18,1.05,-1.25,6.96,-6.18
-0.05,0.18,1.05,-1.98,7.28,-8.27
-0.05,0.19,1.05,-2.76,7.21,-10.49
-0.05,0.2,1.06,-3.52,6.68,-12.58
-0.04,0.2,1.05,-4.29,5.82,-14.27
-0.04,0.2,1.05,-4.29,5.82,-14.27
-0.05,0.21,1.05,-5.03,4.73,-15.45
-0.06,0.2,1.04,-5.68,3.34,-16.13
-0.06,0.2,1.03,-6.17,1.74,-16.41
