ax,ay,az,gx,gy,gz
0.06,0.1,1.01,-0.63,0.62,0.73
0.06,0.09,1.01,-1.28,0.44,0.77
0.07,0.08,1.0,-1.89,0.18,0.78
0.07,0.08,1.0,-2.44,-0.08,0.8
0.07,0.07,1.0,-2.86,-0.25,0.8
0.07,0.07,1.0,-2.86,-0.25,0.8
0.08,0.06,0.99,-3.09,-0.32,0.78
0.08,0.06,0.99,-3.09,-0.25,0.77
0.07,0.06,0.99,-2.85,-0.07,0.8
0.07,0.06,1.0,-2.44,0.16,0.82
0.07,0.07,1.0,-1.97,0.33,0.8
0.07,0.07,1.0,-1.97,0.33,0.8
0.07,0.07,1.0,-1.54,0.5,0.78
0.07,0.08,1.0,-1.22,0.6,0.74
0.07,0.08,1.0,-1.06,0.66,0.74
0.07,0.08,1.0,-1.05,0.68,0.69
0.06,0.07,1.0,-1.17,0.64,0.64
0.06,0.07,1.0,-1.17,0.64,0.64
0.06,0.07,1.0,-1.38,0.57,0.51
0.07,0.06,1.0,-1.57,0.46,0.35
0.07,0.06,0.99,-1.73,0.39,0.19
0.07,0.06,1.0,-1.84,0.3,0.06
0.07,0.06,0.99,-1.93,0.17,-0.04
0.07,0.06,0.99,-1.93,0.17,-0.04
0.07,0.06,1.0,-1.96,0.01,-0.16
0.07,0.06,1.0,-1.89,-0.08,-0.34
0.08,0.06,1.0,-1.73,-0.07,-0.56
0.07,0.07,1.0,-1.49,0.07,-0.8
0.08,0.07,1.0,-1.31,0.33,-1.0
0.08,0.07,1.0,-1.31,0.33,-1.0
0.07,0.08,1.0,-1.28,0.65,-1.2
0.07,0.08,1.0,-1.38,0.96,-1.36
0.06,0.08,1.0,-1.61,1.22,-1.49
0.06,0.07,1.0,-1.82,1.38,-1.58
0.06,0.07,1.0,-1.99,1.42,-1.64
0.06,0.07,1.0,-1.99,1.42,-1.64
0.06,0.07,1.0,-2.09,1.38,-1.71
0.06,0.07,1.0,-2.12,1.23,-1.76
0.06,0.07,1.0,-2.08,1.0,-1.8
0.07,0.07,1.0,-1.99,0.73,-1.85
0.07,0.07,1.0,-1.84,0.5,-1.9
0.07,0.07,1.0,-1.84,0.5,-1.9
0.07,0.07,1.0,-1.65,0.39,-1.97
0.08,0.07,0.99,-1.43,0.29,-2.04
0.08,0.08,0.99,-1.28,0.24,-2.1
0.08,0.07,1.0,-1.17,0.28,-2.22
0.08,0.07,1.0,-1.09,0.42,-2.39
0.08,0.07,1.0,-1.09,0.42,-2.39
0.08,0.07,1.0,-1.07,0.65,-2.55
0.07,0.07,1.0,-1.05,0.95,-2.68
0.07,0.07,1.0,-1.01,1.28,-2.84
0.07,0.06,1.01,-1.06,1.58,-2.99
0.07,0.05,1.0,-1.25,1.87,-3.01
0.07,0.05,1.0,-1.25,1.87,-3.01
0.07,0.05,1.0,-1.44,2.12,-3.0
0.06,0.05,0.99,-1.32,2.38,-3.12
0.06,0.05,0.99,-0.92,2.51,-3.35
0.05,0.06,1.0,-0.51,2.42,-3.48
0.05,0.07,1.0,-0.23,2.1,-3.64
0.05,0.07,1.0,-0.23,2.1,-3.64
0.05,0.07,1.0,-0.19,1.65,-3.9
0.07,0.07,0.99,-0.3,1.1,-4.23
0.07,0.08,0.99,-0.46,0.57,-4.46
0.07,0.08,1.0,-0.58,0.13,-4.66
0.07,0.09,0.99,-0.86,-0.13,-4.99
0.07,0.09,0.99,-0.86,-0.13,-4.99
0.07,0.09,0.99,-1.28,-0.07,-5.37
0.07,0.08,1.0,-1.77,0.09,-5.69
0.07,0.08,0.99,-2.32,0.14,-5.89
0.08,0.08,0.99,-2.88,0.31,-6.01
0.07,0.07,0.99,-3.26,0.62,-6.07
0.07,0.07,0.99,-3.26,0.62,-6.07
0.06,0.06,0.99,-3.41,0.92,-6.06
0.06,0.05,0.98,-3.24,1.15,-6.05
0.05,0.06,0.99,-2.69,1.24,-6.03
0.05,0.07,0.99,-1.91,1.19,-6.02
0.05,0.07,1.0,-1.11,1.01,-6.02
0.05,0.07,1.0,-1.11,1.01,-6.02
0.06,0.08,1.01,-0.38,0.75,-6.02
0.06,0.09,1.01,0.19,0.52,-6.05
0.07,0.09,1.02,0.49,0.37,-6.1
0.07,0.09,1.02,0.47,0.38,-6.18
0.07,0.09,1.02,0.16,0.52,-6.31
0.07,0.09,1.02,0.16,0.52,-6.31
0.07,0.08,1.01,-0.34,0.72,-6.45
0.07,0.07,1.01,-0.9,0.92,-6.61
0.06,0.06,1.01,-1.41,1.1,-6.77
0.06,0.05,1.01,-1.73,1.19,-6.95
0.06,0.05,1.0,-1.8,1.14,-7.11
0.06,0.05,1.0,-1.8,1.14,-7.11
0.06,0.05,1.0,-1.69,0.97,-7.23
0.06,0.06,1.0,-1.42,0.67,-7.37
0.06,0.07,1.0,-1.06,0.34,-7.56
0.06,0.07,1.01,-0.7,0.0,-7.73
0.06,0.08,1.01,-0.41,-0.27,-7.85
0.06,0.08,1.01,-0.41,-0.27,-7.85
0.05,0.09,1.02,-0.25,-0.48,-7.95
0.05,0.09,1.02,-0.31,-0.65,-8.12
0.05,0.09,1.01,-0.58,-0.87,-8.3
0.06,0.08,1.02,-1.02,-1.11,-8.47
0.06,0.08,1.01,-1.55,-1.36,-8.63
0.06,0.08,1.01,-1.55,-1.36,-8.63
0.06,0.07,1.0,-2.01,-1.61,-8.81
0.06,0.07,1.0,-2.3,-1.84,-9.01
