ax,ay,az,gx,gy,gz
0.03,0.06,0.99,-1.39,-1.24,0.88
0.03,0.06,0.99,-1.39,-1.24,0.88
0.03,0.05,0.99,-1.88,-1.2,0.9
0.03,0.04,0.99,-2.25,-1.09,1.0
0.03,0.03,0.99,-2.4,-0.85,1.14
0.03,0.03,0.99,-2.21,-0.56,1.27
0.02,0.03,0.99,-1.73,-0.24,1.4
0.02,0.03,0.99,-1.73,-0.24,1.4
0.02,0.04,1.0,-1.06,0.0,1.52
0.02,0.05,0.99,-0.36,0.15,1.62
0.03,0.06,1.0,0.26,0.25,1.75
0.02,0.07,1.0,0.74,0.32,1.89
0.03,0.07,1.0,1.04,0.31,2.03
0.03,0.07,1.0,1.04,0.31,2.03
0.02,0.08,1.0,1.11,0.26,2.16
0.02,0.07,1.01,0.94,0.22,2.3
0.01,0.07,1.02,0.55,0.28,2.36
0.01,0.06,1.02,0.05,0.41,2.33
0.0,0.05,1.01,-0.47,0.55,2.19
0.0,0.05,1.01,-0.47,0.55,2.19
0.01,0.05,1.01,-0.96,0.67,1.95
0.01,0.04,1.01,-1.37,0.72,1.72
0.02,0.04,1.01,-1.65,0.66,1.52
0.02,0.04,1.01,-1.81,0.52,1.41
0.02,0.04,1.0,-1.83,0.31,1.33
0.02,0.04,1.0,-1.83,0.31,1.33
0.02,0.04,1.0,-1.67,0.03,1.33
0.03,0.04,1.0,-1.35,-0.21,1.36
0.02,0.04,1.0,-0.93,-0.46,1.41
0.02,0.05,1.01,-0.45,-0.58,1.47
0.02,0.05,1.01,-0.03,-0.6,1.55
0.02,0.05,1.01,-0.03,-0.6,1.55
0.01,0.06,1.02,0.26,-0.54,1.55
0.01,0.06,1.01,0.37,-0.46,1.49
0.01,0.07,1.01,0.29,-0.37,1.36
0.01,0.07,1.01,0.05,-0.36,1.2
0.01,0.06,1.01,-0.34,-0.49,1.03
0.01,0.06,1.01,-0.34,-0.49,1.03
0.02,0.06,1.0,-0.83,-0.69,0.88
0.02,0.06,0.99,-1.31,-0.97,0.78
0.03,0.06,0.99,-1.69,-1.25,0.72
0.03,0.05,0.99,-1.94,-1.52,0.71
0.03,0.04,0.99,-2.05,-1.71,0.75
0.03,0.04,0.99,-2.05,-1.71,0.75
0.04,0.04,0.99,-1.99,-1.83,0.9
0.03,0.04,0.99,-1.74,-1.8,1.09
0.03,0.04,0.99,-1.3,-1.59,1.29
0.03,0.04,0.99,-0.74,-1.25,1.46
0.02,0.05,0.99,-0.16,-0.86,1.59
0.02,0.05,0.99,-0.16,-0.86,1.59
0.03,0.05,0.99,0.43,-0.46,1.71
0.02,0.06,0.99,0.97,-0.1,1.8
0.02,0.06,0.99,1.39,0.23,1.89
0.02,0.07,1.0,1.65,0.5,2.0
0.02,0.07,1.0,1.76,0.66,2.03
0.02,0.08,1.0,1.76,0.66,2.03
