ax,ay,az,gx,gy,gz
0.07,0.18,0.96,2.43,-0.22,3.16
0.07,0.18,0.97,3.08,-0.51,3.68
0.07,0.18,0.97,3.08,-0.51,3.68
0.07,0.19,0.97,3.61,-0.77,4.12
0.06,0.2,0.98,3.93,-1.01,4.42
0.05,0.21,0.99,4.03,-1.21,4.53
0.05,0.22,0.99,3.78,-1.43,4.42
0.05,0.23,0.99,3.11,-1.69,4.17
0.05,0.23,0.99,3.11,-1.69,4.17
0.05,0.23,1.0,2.03,-1.94,3.89
0.05,0.22,1.0,0.63,-2.18,3.6
0.05,0.21,0.99,-0.92,-2.4,3.36
0.05,0.19,0.98,-2.42,-2.57,3.18
0.05,0.17,0.98,-3.66,-2.76,3.1
0.05,0.17,0.98,-3.66,-2.76,3.1
0.05,0.16,0.97,-4.48,-2.95,3.15
0.06,0.15,0.96,-4.79,-3.18,3.26
0.06,0.14,0.96,-4.56,-3.42,3.41
0.06,0.15,0.96,-3.91,-3.7,3.52
0.05,0.17,0.97,-3.05,-4.16,3.62
0.05,0.17,0.97,-3.05,-4.16,3.62
0.06,0.19,0.99,-2.25,-4.81,3.65
0.06,0.21,1.0,-1.75,-5.6,3.62
0.06,0.22,1.0,-1.8,-6.46,3.57
0.06,0.22,1.01,-2.5,-7.39,3.45
0.06,0.21,1.01,-3.72,-8.3,3.29
0.06,0.21,1.01,-3.72,-8.3,3.29
0.06,0.19,1.0,-5.27,-9.13,3.09
0.07,0.17,0.99,-6.86,-9.87,2.82
0.07,0.14,0.99,-8.21,-10.41,2.52
0.08,0.12,0.98,-9.06,-10.68,2.24
0.08,0.1,0.98,-9.26,-10.58,1.99
0.08,0.1,0.98,-9.26,-10.58,1.99
0.08,0.09,0.97,-8.78,-10.11,1.79
0.09,0.08,0.97,-7.51,-9.29,1.74
0.09,0.08,0.97,-5.52,-8.22,1.83
0.08,0.09,0.97,-2.95,-7.05,2.07
0.07,0.1,0.97,-0.04,-5.92,2.45
0.07,0.1,0.97,-0.04,-5.92,2.45
0.06,0.12,0.98,2.95,-4.98,2.87
0.06,0.14,0.99,5.78,-4.31,3.32
0.06,0.16,1.0,8.18,-3.9,3.77
0.05,0.17,1.0,9.94,-3.78,4.19
0.05,0.18,1.01,10.92,-3.94,4.52
0.05,0.18,1.01,10.92,-3.94,4.52
0.04,0.19,1.01,11.13,-4.36,4.73
0.03,0.19,1.01,10.57,-4.99,4.69
0.04,0.18,1.01,9.37,-5.83,4.44
0.06,0.17,1.01,7.67,-6.69,4.1
0.07,0.16,1.01,5.63,-7.45,3.68
0.07,0.16,1.01,5.63,-7.45,3.68
0.08,0.14,1.01,3.35,-7.95,3.21
0.08,0.11,1.0,1.04,-8.13,2.74
0.08,0.09,0.99,-1.08,-7.96,2.25
0.09,0.06,0.98,-2.76,-7.47,1.75
0.09,0.04,0.98,-3.89,-6.62,1.3
0.09,0.04,0.98,-3.89,-6.62,1.3
0.09,0.03,0.97,-4.36,-5.47,0.94
0.09,0.02,0.97,-4.19,-4.01,0.71
0.08,0.01,0.98,-3.4,-2.31,0.67
0.07,0.01,0.99,-2.12,-0.62,0.75
0.06,0.01,0.99,-0.49,0.96,0.84
0.06,0.01,0.99,-0.49,0.96,0.84
0.04,0.02,1.0,1.34,2.43,0.91
0.03,0.03,1.02,3.11,3.6,0.86
0.01,0.06,1.03,4.56,4.39,0.59
-0.01,0.08,1.05,5.44,4.72,-0.01
