ax,ay,az,gx,gy,gz
-0.05,0.04,1.02,2.79,2.69,-3.09
-0.06,0.03,1.02,2.73,2.85,-3.67
-0.07,0.01,1.03,2.81,2.94,-4.4
-0.07,0.0,1.04,3.04,2.81,-5.27
-0.07,-0.01,1.04,3.38,2.53,-6.32
-0.07,-0.01,1.04,3.38,2.53,-6.32
-0.08,-0.01,1.04,3.79,2.44,-7.47
-0.08,-0.02,1.05,4.26,2.07,-8.65
-0.07,-0.02,1.05,4.64,1.35,-10.01
-0.07,-0.02,1.06,4.87,0.63,-11.43
-0.07,-0.02,1.07,4.88,-0.13,-12.81
-0.07,-0.02,1.07,4.88,-0.13,-12.81
-0.06,-0.03,1.07,4.62,-0.98,-14.24
-0.06,-0.04,1.07,4.15,-1.84,-15.69
-0.07,-0.06,1.06,3.59,-2.66,-17.22
-0.07,-0.06,1.05,3.0,-3.49,-18.85
-0.07,-0.07,1.04,2.49,-4.43,-20.66
-0.07,-0.07,1.04,2.49,-4.43,-20.66
-0.07,-0.07,1.03,2.11,-5.39,-22.58
-0.07,-0.06,1.03,1.82,-6.35,-24.56
-0.06,-0.05,1.02,1.43,-7.27,-26.64
-0.05,-0.04,1.02,0.92,-8.07,-28.72
-0.03,-0.04,1.02,0.28,-8.63,-30.75
-0.03,-0.04,1.02,0.28,-8.63,-30.75
-0.02,-0.04,1.02,-0.5,-8.93,-32.72
-0.02,-0.04,1.01,-1.47,-8.98,-34.63
-0.02,-0.04,1.0,-2.46,-8.71,-36.54
-0.02,-0.05,1.0,-3.23,-8.19,-38.43
-0.02,-0.05,1.0,-3.71,-7.57,-40.33
-0.02,-0.05,1.0,-3.71,-7.57,-40.33
-0.02,-0.04,1.0,-4.0,-6.92,-42.29
-0.02,-0.03,1.01,-4.08,-6.25,-44.24
-0.02,-0.02,1.02,-3.97,-5.58,-46.21
-0.02,-0.01,1.03,-3.74,-4.88,-48.2
-0.02,-0.0,1.05,-3.5,-4.21,-50.12
-0.02,-0.0,1.05,-3.5,-4.21,-50.12
-0.02,0.01,1.06,-3.26,-3.62,-51.99
-0.03,0.02,1.07,-3.04,-3.15,-53.77
-0.03,0.04,1.07,-2.89,-2.89,-55.5
-0.03,0.06,1.08,-2.87,-2.89,-57.19
-0.03,0.07,1.08,-3.01,-3.16,-58.88
-0.03,0.07,1.08,-3.01,-3.16,-58.88
-0.02,0.08,1.09,-3.36,-3.69,-60.51
-0.0,0.09,1.09,-3.91,-4.37,-61.96
0.01,0.09,1.08,-4.64,-5.09,-63.16
0.02,0.09,1.09,-5.46,-5.78,-64.1
0.03,0.09,1.09,-6.29,-6.36,-64.83
0.03,0.09,1.09,-6.29,-6.36,-64.83
0.03,0.08,1.09,-6.97,-6.76,-65.4
0.03,0.08,1.09,-7.4,-7.04,-65.95
0.03,0.08,1.09,-7.47,-7.28,-66.51
0.03,0.1,1.09,-7.19,-7.54,-67.09
0.02,0.11,1.09,-6.69,-7.84,-67.73
0.02,0.11,1.09,-6.69,-7.84,-67.73
0.02,0.13,1.1,-6.12,-8.17,-68.39
0.01,0.15,1.1,-5.51,-8.57,-69.02
0.02,0.17,1.1,-5.02,-9.07,-69.58
0.03,0.18,1.11,-4.78,-9.65,-69.99
0.04,0.19,1.11,-4.78,-10.36,-70.2
0.04,0.19,1.11,-4.78,-10.36,-70.2
0.05,0.19,1.11,-4.98,-11.18,-70.21
0.06,0.19,1.11,-5.32,-12.03,-70.04
0.07,0.19,1.1,-5.68,-12.83,-69.8
0.08,0.18,1.08,-5.97,-13.67,-69.51
0.09,0.18,1.07,-6.08,-14.49,-69.17
0.09,0.18,1.07,-6.08,-14.49,-69.17
0.11,0.19,1.06,-6.03,-15.32,-68.75
0.11,0.19,1.05,-5.82,-16.15,-68.24
0.12,0.2,1.04,-5.5,-16.96,-67.63
0.12,0.2,1.04,-5.13,-17.71,-66.87
0.11,0.21,1.05,-4.75,-18.24,-66.0
0.11,0.21,1.05,-4.75,-18.24,-66.0
0.09,0.22,1.06,-4.42,-18.61,-65.1
0.08,0.24,1.05,-4.22,-18.82,-64.36
0.07,0.25,1.05,-3.99,-18.61,-63.78
0.07,0.26,1.05,-3.75,-18.27,-63.23
0.08,0.27,1.05,-3.59,-18.07,-62.68
0.08,0.27,1.05,-3.59,-18.07,-62.68
0.09,0.28,1.04,-3.67,-17.92,-62.07
0.09,0.29,1.03,-3.97,-17.86,-61.31
0.1,0.28,1.02,-4.52,-17.99,-60.39
0.12,0.27,1.01,-5.19,-18.24,-59.28
0.13,0.26,1.01,-5.9,-18.54,-57.93
0.13,0.26,1.01,-5.9,-18.54,-57.93
0.14,0.24,0.99,-6.61,-18.63,-56.33
0.14,0.22,0.99,-7.1,-18.74,-54.45
0.14,0.21,0.98,-7.24,-18.81,-52.46
0.13,0.2,0.98,-6.98,-18.8,-50.52
0.12,0.2,0.97,-6.29,-18.69,-48.81
0.12,0.2,0.97,-6.29,-18.69,-48.81
0.1,0.21,0.96,-5.18,-18.4,-47.42
0.1,0.23,0.97,-3.72,-18.03,-46.36
0.09,0.25,0.98,-2.18,-17.62,-45.59
0.08,0.28,0.99,-0.76,-16.98,-45.08
0.07,0.3,1.0,0.37,-16.08,-44.76
0.07,0.3,1.0,0.37,-16.08,-44.76
0.06,0.31,1.01,0.98,-15.04,-44.55
0.08,0.32,1.0,1.06,-13.93,-44.28
0.08,0.31,1.0,0.73,-12.85,-43.83
0.08,0.3,0.99,0.17,-11.89,-43.07
0.09,0.29,0.98,-0.52,-11.11,-42.01
0.09,0.29,0.98,-0.52,-11.11,-42.01
0.09,0.28,0.97,-1.14,-10.58,-40.69
0.09,0.26,0.96,-1.56,-10.34,-39.19
0.09,0.25,0.95,-1.67,-10.32,-37.56
0.1,0.24,0.93,-1.37,-10.57,-35.9
0.11,0.23,0.93,-0.63,-10.97,-34.23
0.11,0.23,0.93,-0.63,-10.97,-34.23
0.13,0.22,0.92,0.53,-11.48,-32.55
0.14,0.22,0.92,1.99,-11.9,-30.89
0.15,0.22,0.92,3.69,-12.17,-29.24
0.14,0.22,0.93,5.53,-12.23,-27.67
0.13,0.23,0.94,7.39,-12.03,-26.2
0.13,0.23,0.94,7.39,-12.03,-26.2
0.1,0.25,0.94,9.12,-11.58,-24.93
0.08,0.27,0.94,10.6,-10.93,-23.97
0.08,0.28,0.95,11.84,-10.17,-23.31
0.09,0.29,0.95,12.74,-9.39,-22.8
0.1,0.29,0.95,13.26,-8.65,-22.2
0.1,0.29,0.95,13.26,-8.65,-22.2
0.11,0.28,0.95,13.44,-7.94,-21.4
0.11,0.27,0.95,13.38,-7.33,-20.33
0.11,0.24,0.94,13.25,-6.84,-19.0
0.11,0.21,0.92,13.32,-6.47,-17.4
0.11,0.19,0.91,13.85,-6.17,-15.66
0.11,0.19,0.91,13.85,-6.17,-15.66
0.1,0.17,0.9,15.09,-5.98,-13.97
0.09,0.17,0.9,17.11,-5.91,-12.44
