ax,ay,az,gx,gy,gz
0.06,0.35,0.98,-1.39,8.78,3.96
0.06,0.35,0.98,-2.17,7.46,4.05
0.07,0.35,0.99,-2.77,5.96,3.92
0.07,0.34,0.98,-3.32,4.5,3.68
0.09,0.33,0.98,-3.82,3.14,3.28
0.1,0.32,0.98,-4.12,1.99,2.82
0.1,0.32,0.98,-4.12,1.99,2.82
0.11,0.32,0.97,-4.15,1.04,2.45
0.11,0.32,0.97,-3.96,0.27,2.19
0.1,0.32,0.96,-3.62,-0.31,1.94
0.11,0.32,0.96,-3.1,-0.75,1.63
0.11,0.32,0.95,-2.43,-1.1,1.33
0.11,0.32,0.95,-2.43,-1.1,1.33
0.11,0.32,0.95,-1.63,-1.33,1.12
0.11,0.33,0.95,-0.81,-1.53,0.98
0.12,0.34,0.95,-0.11,-1.68,0.94
0.12,0.34,0.95,0.46,-1.78,0.97
0.12,0.34,0.95,0.89,-1.82,1.05
0.12,0.34,0.95,0.89,-1.82,1.05
0.12,0.34,0.95,1.19,-1.88,1.17
0.12,0.35,0.95,1.37,-1.97,1.33
0.11,0.35,0.95,1.4,-2.07,1.53
0.12,0.34,0.94,1.29,-2.19,1.74
0.12,0.33,0.94,1.14,-2.34,1.91
0.12,0.33,0.94,1.14,-2.34,1.91
0.12,0.33,0.94,1.01,-2.52,2.02
0.12,0.33,0.94,0.91,-2.71,2.07
0.12,0.33,0.94,0.8,-2.8,2.01
0.12,0.33,0.94,0.67,-2.73,1.82
0.12,0.33,0.94,0.51,-2.46,1.54
0.12,0.33,0.94,0.51,-2.46,1.54
0.12,0.34,0.94,0.29,-2.05,1.21
0.11,0.34,0.94,0.06,-1.54,0.9
0.11,0.34,0.94,-0.18,-1.01,0.58
0.1,0.34,0.94,-0.39,-0.5,0.29
0.09,0.34,0.94,-0.54,-0.07,0.04
0.09,0.34,0.94,-0.54,-0.07,0.04
0.09,0.35,0.95,-0.63,0.28,-0.15
0.08,0.35,0.95,-0.68,0.52,-0.28
0.08,0.36,0.96,-0.72,0.7,-0.36
0.08,0.36,0.96,-0.77,0.82,-0.38
0.08,0.36,0.96,-0.81,0.86,-0.31
0.08,0.36,0.96,-0.81,0.86,-0.31
0.08,0.36,0.96,-0.84,0.86,-0.14
0.08,0.36,0.96,-0.84,0.79,0.08
0.08,0.36,0.96,-0.79,0.68,0.33
0.09,0.35,0.96,-0.71,0.6,0.56
0.09,0.35,0.96,-0.6,0.57,0.74
0.09,0.35,0.96,-0.6,0.57,0.74
0.09,0.34,0.96,-0.46,0.62,0.87
0.09,0.34,0.96,-0.31,0.76,0.94
0.1,0.34,0.96,-0.19,0.99,0.98
0.1,0.34,0.96,-0.1,1.29,0.97
0.1,0.34,0.96,-0.04,1.61,0.96
0.1,0.34,0.96,-0.04,1.61,0.96
0.1,0.34,0.95,0.01,1.95,0.95
0.09,0.34,0.96,0.06,2.28,0.94
0.1,0.34,0.96,0.09,2.6,0.9
0.1,0.33,0.96,0.09,2.9,0.81
0.1,0.33,0.96,0.06,3.14,0.76
0.1,0.33,0.96,0.06,3.14,0.76
0.1,0.33,0.96,0.03,3.27,0.75
0.09,0.33,0.97,-0.05,3.34,0.81
0.09,0.33,0.96,-0.09,3.27,0.91
0.09,0.32,0.96,-0.1,3.08,1.07
0.09,0.32,0.96,-0.03,2.82,1.23
0.09,0.32,0.96,-0.03,2.82,1.23
0.09,0.32,0.96,0.16,2.46,1.4
0.1,0.32,0.96,0.44,2.07,1.55
0.1,0.32,0.96,0.8,1.73,1.6
0.11,0.31,0.96,1.25,1.49,1.51
0.12,0.32,0.96,1.7,1.44,1.32
0.12,0.32,0.96,1.7,1.44,1.32
0.12,0.32,0.96,2.19,1.57,1.05
0.13,0.33,0.96,2.65,1.82,0.71
0.13,0.33,0.96,3.04,2.15,0.33
0.13,0.34,0.95,3.32,2.51,-0.1
0.13,0.35,0.96,3.51,2.9,-0.57
0.13,0.35,0.96,3.51,2.9,-0.57
0.13,0.36,0.96,3.57,3.24,-1.04
0.13,0.37,0.96,3.45,3.53,-1.5
0.13,0.38,0.97,3.1,3.75,-1.88
0.13,0.38,0.97,2.51,3.91,-2.12
0.13,0.38,0.98,1.64,4.01,-2.25
0.13,0.38,0.98,1.64,4.01,-2.25
0.13,0.38,0.98,0.59,4.02,-2.31
0.13,0.37,0.98,-0.5,3.97,-2.3
0.13,0.36,0.98,-1.49,3.87,-2.25
0.13,0.36,0.97,-2.3,3.69,-2.18
0.13,0.36,0.97,-2.85,3.49,-2.16
0.13,0.35,0.97,-2.85,3.49,-2.16
0.13,0.36,0.97,-3.15,3.23,-2.12
0.13,0.36,0.97,-3.18,2.93,-2.03
0.13,0.36,0.97,-3.01,2.66,-1.91
0.13,0.37,0.97,-2.72,2.4,-1.74
0.13,0.37,0.97,-2.38,2.11,-1.54
0.12,0.37,0.97,-2.38,2.11,-1.54
0.12,0.37,0.97,-1.96,1.77,-1.24
0.11,0.37,0.97,-1.52,1.4,-0.88
0.11,0.37,0.98,-1.1,0.94,-0.45
0.11,0.37,0.98,-0.81,0.41,0.06
0.11,0.37,0.98,-0.81,0.41,0.06
0.1,0.36,0.98,-0.65,-0.18,0.62
0.09,0.34,0.97,-0.54,-0.82,1.19
0.08,0.33,0.96,-0.42,-1.5,1.71
0.08,0.32,0.96,-0.22,-2.22,2.17
0.08,0.31,0.95,0.11,-2.99,2.61
0.08,0.31,0.95,0.11,-2.99,2.61
0.08,0.3,0.95,0.48,-3.73,3.02
0.07,0.29,0.95,0.79,-4.37,3.43
0.07,0.27,0.96,0.92,-4.83,3.84
