ax,ay,az,gx,gy,gz
-0.01,-0.01,0.99,1.21,1.8,3.75
0.01,-0.02,0.99,0.74,1.03,3.65
0.01,-0.03,0.99,0.29,0.32,3.57
0.01,-0.03,0.99,0.29,0.32,3.57
0.02,-0.04,0.98,-0.05,-0.24,3.53
0.02,-0.04,0.97,-0.24,-0.55,3.46
0.02,-0.05,0.97,-0.2,-0.61,3.39
0.02,-0.05,0.97,0.07,-0.55,3.32
0.02,-0.04,0.97,0.51,-0.39,3.28
0.02,-0.04,0.97,0.51,-0.39,3.28
0.02,-0.04,0.97,1.05,-0.21,3.25
0.02,-0.04,0.98,1.63,-0.03,3.2
0.02,-0.03,0.98,2.19,0.1,3.21
0.01,-0.02,0.98,2.69,0.18,3.26
0.01,-0.01,0.99,3.05,0.25,3.33
0.01,-0.01,0.99,3.05,0.25,3.33
0.01,-0.01,0.99,3.23,0.26,3.36
0.01,-0.01,1.0,3.18,0.25,3.36
0.01,-0.01,1.0,2.96,0.28,3.36
0.01,-0.01,1.0,2.56,0.33,3.33
0.01,-0.02,1.0,1.99,0.43,3.23
0.01,-0.02,1.0,1.99,0.43,3.23
0.01,-0.02,1.01,1.3,0.54,3.02
0.0,-0.03,1.0,0.55,0.64,2.73
0.01,-0.04,1.0,-0.17,0.76,2.4
0.01,-0.04,1.0,-0.77,0.87,2.07
0.01,-0.04,1.01,-1.26,1.0,1.82
0.01,-0.04,1.01,-1.26,1.0,1.82
0.01,-0.05,1.0,-1.59,1.09,1.66
0.0,-0.05,1.0,-1.73,1.1,1.63
-0.0,-0.05,1.0,-1.6,1.03,1.71
-0.0,-0.05,1.0,-1.2,0.84,1.81
-0.0,-0.04,1.01,-0.63,0.57,1.93
-0.0,-0.04,1.01,-0.63,0.57,1.93
-0.0,-0.02,1.01,-0.06,0.27,2.09
-0.0,-0.02,1.01,0.38,-0.08,2.26
-0.0,-0.02,1.01,0.65,-0.46,2.39
-0.0,-0.01,1.01,0.74,-0.88,2.52
-0.0,-0.01,1.01,0.7,-1.34,2.62
-0.0,-0.01,1.01,0.7,-1.34,2.62
0.0,-0.02,1.0,0.5,-1.77,2.63
0.01,-0.02,0.99,0.18,-2.19,2.54
0.02,-0.02,0.99,-0.11,-2.52,2.41
0.02,-0.02,0.99,-0.34,-2.67,2.25
0.02,-0.01,0.99,-0.59,-2.63,2.1
0.02,-0.01,0.99,-0.59,-2.63,2.1
0.02,-0.01,0.99,-0.89,-2.42,1.94
0.03,-0.02,0.98,-1.27,-2.04,1.78
0.03,-0.02,0.98,-1.65,-1.58,1.69
0.02,-0.02,0.98,-1.98,-1.12,1.68
0.01,-0.02,0.98,-2.17,-0.7,1.76
0.01,-0.02,0.98,-2.17,-0.7,1.76
0.01,-0.03,0.98,-2.17,-0.45,1.88
0.01,-0.03,0.97,-1.97,-0.4,1.99
0.01,-0.02,0.98,-1.59,-0.55,2.14
0.02,-0.02,0.98,-1.16,-0.77,2.35
0.02,-0.02,0.98,-0.74,-1.08,2.6
0.02,-0.02,0.98,-0.74,-1.08,2.6
0.02,-0.01,0.98,-0.38,-1.39,2.88
0.02,-0.01,0.98,-0.06,-1.69,3.15
0.03,-0.01,0.98,0.21,-1.9,3.36
0.03,-0.0,0.98,0.37,-2.03,3.51
0.04,0.0,0.98,0.37,-1.96,3.58
0.04,0.0,0.98,0.37,-1.96,3.58
0.04,-0.0,0.99,0.18,-1.72,3.64
0.04,-0.01,0.98,-0.16,-1.3,3.71
0.04,-0.01,0.99,-0.55,-0.72,3.81
0.03,-0.02,0.98,-0.89,-0.07,3.87
0.02,-0.02,0.98,-1.12,0.59,3.85
0.02,-0.02,0.98,-1.12,0.59,3.85
0.02,-0.02,0.98,-1.27,1.16,3.81
0.01,-0.02,0.99,-1.3,1.61,3.75
0.01,-0.02,0.99,-1.28,1.9,3.71
0.0,-0.02,0.99,-1.24,2.0,3.7
0.0,-0.02,0.99,-1.24,1.93,3.78
0.0,-0.02,0.99,-1.24,1.93,3.78
0.0,-0.03,0.99,-1.19,1.67,3.87
-0.0,-0.03,0.99,-1.07,1.23,4.0
-0.0,-0.04,0.98,-0.89,0.61,4.16
-0.0,-0.04,0.98,-0.62,-0.19,4.31
-0.0,-0.04,0.98,-0.26,-1.1,4.45
-0.0,-0.04,0.98,-0.26,-1.1,4.45
0.0,-0.03,0.98,0.16,-2.07,4.62
0.0,-0.03,0.98,0.55,-3.01,4.82
0.01,-0.03,0.98,0.83,-3.84,5.01
0.02,-0.04,0.97,0.99,-4.45,5.1
0.03,-0.04,0.97,1.1,-4.73,5.07
0.03,-0.04,0.97,1.1,-4.73,5.07
0.04,-0.05,0.96,1.24,-4.68,4.93
0.04,-0.06,0.95,1.44,-4.38,4.79
0.04,-0.07,0.94,1.76,-3.89,4.71
0.03,-0.07,0.93,2.22,-3.32,4.62
0.02,-0.07,0.93,2.83,-2.77,4.46
0.02,-0.07,0.93,2.83,-2.77,4.46
0.02,-0.07,0.93,3.55,-2.32,4.25
0.02,-0.06,0.94,4.24,-1.99,3.99
0.02,-0.05,0.95,4.77,-1.76,3.74
0.02,-0.05,0.95,5.01,-1.65,3.55
0.02,-0.05,0.95,4.91,-1.64,3.46
0.02,-0.05,0.95,4.91,-1.64,3.46
0.02,-0.06,0.95,4.58,-1.67,3.41
0.01,-0.07,0.95,4.15,-1.69,3.3
0.01,-0.08,0.95,3.69,-1.63,3.1
0.02,-0.08,0.96,3.23,-1.33,2.82
0.02,-0.09,0.96,2.69,-0.71,2.4
0.02,-0.09,0.96,2.69,-0.71,2.4
0.01,-0.1,0.96,2.07,0.29,1.91
0.01,-0.12,0.95,1.44,1.63,1.36
-0.0,-0.13,0.94,0.9,3.15,0.75
-0.02,-0.14,0.94,0.55,4.7,0.15
