ax,ay,az,gx,gy,gz
0.1,-0.07,0.98,-18.99,4.57,-13.21
0.11,-0.06,0.98,-19.88,6.13,-13.93
0.14,-0.06,1.0,-20.95,8.29,-14.88
0.16,-0.05,1.02,-22.2,11.04,-15.85
0.18,-0.04,1.04,-23.72,14.23,-16.4
0.18,-0.04,1.04,-23.72,14.23,-16.4
0.16,-0.03,1.03,-25.79,17.81,-16.38
0.11,-0.03,1.02,-28.55,21.6,-15.97
0.07,-0.05,1.02,-31.7,24.88,-15.25
0.04,-0.06,1.01,-35.21,27.23,-14.25
0.02,-0.07,1.01,-38.98,28.35,-12.94
0.02,-0.07,1.01,-38.98,28.35,-12.94
0.01,-0.08,0.99,-42.93,28.5,-11.46
0.01,-0.1,0.99,-46.83,28.03,-9.88
0.01,-0.11,1.0,-50.53,27.14,-8.35
0.01,-0.13,0.99,-53.89,26.11,-7.14
0.03,-0.14,1.0,-56.85,25.28,-6.49
0.03,-0.14,1.0,-56.85,25.28,-6.49
0.03,-0.14,1.01,-59.18,24.69,-6.38
0.04,-0.14,1.03,-60.99,24.53,-6.57
0.03,-0.14,1.02,-62.6,25.04,-6.77
0.01,-0.14,1.01,-64.33,26.36,-6.98
0.01,-0.15,1.0,-66.21,28.13,-7.18
0.01,-0.15,1.0,-66.21,28.13,-7.18
0.03,-0.16,1.0,-68.23,30.18,-7.33
0.04,-0.17,1.01,-70.24,32.54,-7.38
0.04,-0.18,1.02,-72.39,35.34,-7.36
0.03,-0.18,1.02,-74.92,38.59,-7.38
0.03,-0.18,1.02,-78.04,42.22,-7.49
0.02,-0.19,1.01,-78.04,42.22,-7.49
0.0,-0.21,1.01,-81.65,45.91,-7.6
-0.02,-0.24,1.0,-85.45,49.34,-7.65
-0.05,-0.27,0.99,-89.22,52.28,-7.54
-0.09,-0.3,0.98,-92.88,54.42,-7.32
-0.09,-0.3,0.98,-96.35,55.43,-7.01
-0.13,-0.32,0.95,-96.35,55.43,-7.01
-0.16,-0.33,0.93,-99.51,55.07,-6.59
-0.19,-0.35,0.91,-102.21,53.04,-6.15
-0.21,-0.37,0.9,-104.27,49.29,-5.89
-0.22,-0.37,0.87,-105.59,44.22,-6.03
-0.22,-0.37,0.87,-105.59,44.22,-6.03
-0.22,-0.37,0.84,-106.06,38.23,-6.61
-0.21,-0.37,0.82,-105.63,31.62,-7.46
-0.18,-0.36,0.82,-104.6,24.7,-8.27
-0.14,-0.36,0.83,-103.44,18.03,-8.86
-0.11,-0.37,0.84,-102.63,12.01,-9.11
-0.11,-0.37,0.84,-102.63,12.01,-9.11
-0.09,-0.38,0.83,-102.3,6.75,-8.99
-0.08,-0.41,0.81,-102.3,2.35,-8.57
-0.08,-0.44,0.79,-102.34,-1.11,-8.14
-0.07,-0.46,0.75,-102.13,-3.76,-7.75
-0.07,-0.48,0.72,-101.39,-5.63,-7.47
