ax,ay,az,gx,gy,gz
-0.7,-1.97,0.37,-43.76,-47.17,50.61
-0.48,-1.97,0.29,-35.41,-52.15,25.23
-0.26,-1.97,0.27,-26.61,-56.27,0.27
-0.2,-1.97,0.28,-17.22,-57.19,-22.72
-0.2,-1.97,0.28,-17.22,-57.19,-22.72
-0.33,-1.86,0.22,-8.94,-52.89,-43.61
-0.57,-1.71,0.12,-2.36,-43.09,-62.85
-0.81,-1.54,0.11,3.62,-29.44,-80.88
-1.02,-1.32,0.15,9.8,-13.68,-97.62
-1.21,-1.08,0.21,16.27,2.49,-111.84
-1.21,-1.08,0.21,16.27,2.49,-111.84
-1.45,-0.78,0.37,22.91,17.51,-122.27
-1.65,-0.46,0.45,29.73,31.08,-128.67
-1.85,-0.05,0.56,36.62,41.99,-131.4
-1.91,0.38,0.54,41.35,48.8,-132.79
-1.76,0.69,0.37,43.14,49.28,-134.36
-1.76,0.69,0.37,43.14,49.28,-134.36
-1.52,0.9,0.32,43.5,43.91,-134.4
-1.14,0.86,0.38,42.7,33.63,-130.61
-0.88,1.1,0.41,39.13,20.18,-121.03
-0.62,1.5,0.7,37.12,5.5,-107.39
-0.28,1.94,1.13,41.06,-6.79,-93.72
-0.28,1.94,1.13,41.06,-6.79,-93.72
0.08,2.03,1.21,51.51,-11.74,-83.63
0.57,2.03,0.9,65.88,-10.49,-77.1
0.81,2.03,0.88,82.38,-10.17,-67.01
0.98,2.03,1.08,96.89,-7.85,-51.89
1.05,2.03,1.21,103.63,-0.48,-33.99
1.05,2.03,1.21,103.63,-0.48,-33.99
1.02,2.03,1.24,99.35,11.84,-16.26
0.76,2.03,1.41,84.98,25.98,1.22
0.46,2.03,1.52,62.82,40.09,19.21
0.22,2.03,1.65,36.64,50.39,39.23
0.08,2.03,1.78,10.35,54.76,61.16
0.08,2.03,1.78,10.35,54.76,61.16
0.03,1.94,1.83,-13.24,54.24,83.08
0.02,1.44,1.82,-33.03,49.31,102.92
0.01,0.93,1.8,-49.4,40.21,119.05
0.02,0.35,1.83,-62.8,28.86,131.0
-0.01,-0.29,1.74,-71.54,17.8,139.98
-0.01,-0.29,1.74,-71.54,17.8,139.98
-0.16,-0.77,1.58,-73.55,6.21,147.46
-0.3,-1.13,1.51,-71.79,-6.11,151.99
-0.47,-1.44,1.43,-69.17,-16.59,153.02
-0.63,-1.7,1.3,-66.16,-24.58,149.52
-0.81,-1.65,1.06,-62.04,-30.76,140.51
-0.81,-1.65,1.06,-62.04,-30.76,140.51
-0.78,-1.91,1.06,-57.05,-35.56,122.6
-0.68,-1.97,0.92,-54.21,-37.97,101.06
-0.64,-1.97,0.78,-52.76,-40.51,78.98
-0.59,-1.97,0.69,-52.79,-41.58,55.07
-0.44,-1.97,0.3,-55.24,-43.94,32.21
-0.44,-1.97,0.3,-55.24,-43.94,32.21
-0.35,-1.97,0.06,-55.12,-48.95,12.73
-0.44,-1.97,0.13,-49.1,-52.7,-3.48
-0.62,-1.97,0.21,-40.75,-51.94,-19.5
-0.74,-1.95,0.14,-34.16,-47.07,-37.61
-0.76,-1.77,0.05,-29.4,-38.97,-57.16
-0.76,-1.77,0.05,-29.4,-38.97,-57.16
-0.76,-1.6,0.06,-25.18,-27.83,-76.24
-0.8,-1.39,0.11,-21.02,-14.6,-92.96
-0.91,-1.14,0.18,-16.63,-0.9,-106.43
-1.08,-0.87,0.26,-11.79,12.08,-116.63
-1.25,-0.57,0.37,-6.66,23.68,-123.96
-1.25,-0.57,0.37,-6.66,23.68,-123.96
-1.36,-0.24,0.45,-1.78,33.17,-128.93
-1.31,0.08,0.43,2.59,39.62,-132.02
-1.17,0.38,0.33,6.68,41.45,-133.01
-1.03,0.64,0.31,11.44,37.5,-131.42
-0.89,0.96,0.41,17.59,28.38,-127.77
-0.89,0.96,0.41,17.59,28.38,-127.77
-0.66,1.36,0.66,26.15,17.07,-123.84
-0.25,1.84,1.03,38.09,5.89,-119.59
0.03,2.03,1.18,52.21,-2.78,-112.5
0.33,2.03,1.01,66.92,-4.73,-103.79
0.52,2.03,0.95,82.04,-3.57,-92.78
0.52,2.03,0.95,82.04,-3.57,-92.78
0.63,2.03,1.02,93.78,0.88,-79.05
0.74,2.03,1.06,97.16,9.67,-62.98
0.71,2.03,1.18,90.38,21.87,-44.28
0.54,2.03,1.32,74.59,36.28,-23.72
0.31,2.03,1.43,53.32,50.66,-1.83
0.31,2.03,1.43,53.32,50.66,-1.83
0.11,2.03,1.51,30.79,61.51,21.8
-0.02,2.03,1.58,9.9,66.88,46.76
-0.07,2.03,1.6,-7.72,66.61,71.8
-0.06,1.59,1.6,-22.14,60.99,95.23
-0.0,1.12,1.62,-34.49,51.38,115.3
-0.0,1.12,1.62,-34.49,51.38,115.3
0.08,0.64,1.65,-45.91,40.47,130.99
0.17,0.03,1.76,-56.9,30.81,142.23
0.15,-0.6,1.63,-64.76,23.66,150.43
-0.01,-1.04,1.47,-66.5,15.44,156.67
-0.22,-1.39,1.41,-64.13,6.68,160.21
-0.22,-1.39,1.41,-64.13,6.68,160.21
-0.44,-1.71,1.34,-60.53,-0.01,159.5
-0.57,-1.95,1.18,-56.53,-5.28,153.56
-0.68,-1.89,0.93,-51.05,-9.88,141.92
-0.61,-1.97,0.98,-44.17,-14.26,122.1
-0.55,-1.97,0.95,-39.81,-17.21,99.19
-0.55,-1.97,0.95,-39.81,-17.21,99.19
-0.49,-1.97,0.67,-37.83,-21.23,76.47
-0.45,-1.97,0.45,-33.94,-26.13,54.24
-0.38,-1.97,0.38,-26.63,-31.01,32.6
-0.38,-1.97,0.41,-18.2,-35.88,11.88
-0.47,-1.96,0.39,-11.59,-39.29,-7.91
-0.47,-1.96,0.39,-11.59,-39.29,-7.91
-0.57,-1.81,0.31,-7.16,-39.11,-28.03
-0.66,-1.67,0.26,-4.13,-34.36,-48.76
-0.77,-1.5,0.26,-1.87,-25.45,-69.03
-0.92,-1.26,0.28,0.15,-13.55,-87.64
-1.12,-0.99,0.34,2.21,-0.19,-104.03
-1.12,-0.99,0.34,2.21,-0.19,-104.03
-1.33,-0.7,0.41,4.22,12.8,-118.17
-1.49,-0.39,0.48,6.19,23.32,-129.41
-1.56,-0.07,0.48,7.98,30.38,-136.94
-1.5,0.24,0.43,9.93,33.15,-140.56
-1.38,0.49,0.39,12.61,30.96,-140.39
-1.38,0.49,0.39,12.61,30.96,-140.39
-1.22,0.7,0.4,16.21,24.25,-136.49
-1.03,0.91,0.49,20.73,14.22,-129.46
-0.78,1.16,0.61,26.32,3.7,-121.2
-0.46,1.47,0.85,34.56,-5.05,-112.96
-0.13,1.85,0.98,45.76,-11.0,-103.99
-0.13,1.85,0.98,45.76,-11.0,-103.99
0.11,2.03,0.97,59.46,-13.94,-93.94
0.24,2.03,0.94,74.79,-15.32,-82.26
0.36,2.03,0.97,88.48,-13.58,-69.56
0.52,2.03,0.97,96.19,-8.42,-54.97
0.57,2.03,1.02,95.32,-0.7,-37.29
0.57,2.03,1.02,95.32,-0.7,-37.29
0.53,2.03,1.13,84.99,9.4,-17.74
0.41,2.03,1.23,66.12,21.28,1.96
0.25,2.03,1.34,41.81,32.99,22.2
0.12,2.03,1.47,16.05,41.87,43.69
0.06,2.03,1.59,-7.61,47.28,65.85
0.06,2.03,1.59,-7.61,47.28,65.85
0.03,1.68,1.6,-26.79,49.22,87.54
0.0,1.23,1.59,-41.14,46.65,107.22
0.02,0.79,1.61,-51.62,39.8,123.48
0.09,0.32,1.69,-58.9,30.37,136.24
0.14,-0.2,1.65,-62.17,20.85,146.51
0.14,-0.2,1.65,-62.17,20.85,146.51
0.09,-0.61,1.52,-60.6,10.59,154.83
0.03,-0.9,1.48,-56.69,-0.46,160.05
-0.04,-1.15,1.45,-52.21,-9.95,161.7
-0.13,-1.4,1.4,-47.37,-17.4,159.64
-0.13,-1.4,1.4,-42.45,-23.26,153.87
-0.24,-1.64,1.33,-42.45,-23.26,153.87
-0.34,-1.85,1.22,-37.84,-27.86,144.93
-0.42,-1.97,1.1,-33.21,-31.28,133.27
-0.43,-1.97,0.93,-28.47,-34.5,119.51
-0.51,-1.97,0.83,-23.56,-37.09,103.53
-0.51,-1.97,0.83,-19.06,-38.9,83.5
-0.58,-1.97,0.73,-19.06,-38.9,83.5
-0.55,-1.97,0.58,-14.23,-41.77,60.12
-0.48,-1.96,0.47,-8.84,-45.1,35.89
-0.5,-1.74,0.43,-4.05,-48.18,12.45
-0.6,-1.5,0.42,-1.33,-50.03,-12.33
-0.6,-1.5,0.42,-1.33,-50.03,-12.33
-0.57,-1.53,0.46,-2.24,-48.58,-39.83
-0.62,-1.48,0.35,-6.32,-41.76,-63.92
-0.81,-1.29,0.27,-10.35,-30.83,-83.45
-1.05,-1.01,0.31,-12.96,-17.13,-101.14
-1.26,-0.72,0.4,-14.73,-3.05,-118.36
-1.26,-0.72,0.4,-14.73,-3.05,-118.36
-1.43,-0.44,0.47,-16.62,9.54,-134.2
-1.53,-0.18,0.49,-18.74,19.38,-146.39
-1.56,0.05,0.48,-20.32,25.82,-153.1
-1.5,0.27,0.47,-20.32,28.59,-153.74
-1.39,0.45,0.48,-18.28,27.52,-149.04
-1.39,0.45,0.48,-18.28,27.52,-149.04
-1.21,0.63,0.49,-14.34,23.49,-140.32
-0.98,0.8,0.54,-8.17,17.67,-129.02
-0.74,0.96,0.62,0.28,11.71,-116.59
-0.47,1.18,0.74,10.62,7.46,-104.37
-0.17,1.48,0.82,22.22,5.63,-92.65
-0.17,1.48,0.82,22.22,5.63,-92.65
-0.01,1.88,0.88,34.99,3.51,-80.21
0.15,2.03,0.89,48.68,1.57,-68.65
0.35,2.03,0.89,62.08,0.5,-58.4
0.57,2.03,0.99,73.19,0.72,-47.27
0.74,2.03,1.13,78.74,3.73,-33.18
0.74,2.03,1.13,78.74,3.73,-33.18
0.82,2.03,1.24,75.55,11.25,-16.08
0.72,2.03,1.37,62.6,23.18,3.06
0.5,2.03,1.48,41.63,37.64,23.44
0.27,2.03,1.62,17.05,51.15,45.19
0.09,2.03,1.74,-6.84,60.94,67.89
0.09,2.03,1.74,-6.84,60.94,67.89
-0.04,1.71,1.79,-27.09,65.54,90.17
-0.15,1.27,1.8,-42.62,63.59,110.21
-0.2,0.82,1.79,-53.67,54.65,126.56
-0.12,0.29,1.83,-60.35,40.61,139.02
-0.01,-0.2,1.71,-61.73,24.4,148.49
-0.01,-0.2,1.71,-61.73,24.4,148.49
0.09,-0.63,1.65,-59.43,6.57,154.99
0.17,-0.96,1.64,-56.46,-10.41,158.05
0.18,-1.22,1.59,-53.56,-23.91,158.01
0.07,-1.47,1.52,-50.5,-33.1,154.83
-0.09,-1.75,1.41,-47.87,-38.4,147.37
-0.09,-1.75,1.41,-47.87,-38.4,147.37
-0.28,-1.97,1.27,-45.26,-41.74,136.33
-0.38,-1.97,1.04,-41.53,-44.75,123.14
-0.46,-1.97,0.82,-35.84,-47.76,109.22
-0.65,-1.97,0.72,-28.71,-50.01,93.27
-0.73,-1.97,0.59,-21.51,-52.65,72.05
-0.73,-1.97,0.59,-21.51,-52.65,72.05
-0.59,-1.97,0.39,-13.91,-57.3,46.77
-0.43,-1.96,0.33,-5.11,-62.97,21.92
-0.41,-1.76,0.36,3.15,-67.71,-0.72
-0.47,-1.6,0.32,8.32,-69.27,-22.4
-0.54,-1.47,0.21,10.33,-66.52,-44.19
-0.54,-1.47,0.21,10.33,-66.52,-44.19
-0.63,-1.33,0.17,10.43,-59.33,-65.7
-0.81,-1.07,0.2,9.35,-48.01,-86.99
-0.95,-0.94,0.32,6.85,-33.86,-109.86
-1.09,-0.81,0.34,1.93,-17.84,-130.18
-1.28,-0.59,0.32,-3.0,-2.72,-144.06
-1.28,-0.59,0.32,-3.0,-2.72,-144.06
-1.45,-0.32,0.38,-6.14,9.88,-152.58
-1.51,-0.07,0.45,-8.02,18.87,-157.61
-1.46,0.13,0.45,-9.25,23.76,-159.66
-1.34,0.3,0.45,-9.54,25.2,-158.34
-1.19,0.46,0.47,-8.24,23.95,-153.71
-1.19,0.46,0.47,-8.24,23.95,-153.71
-1.02,0.63,0.49,-4.65,20.8,-146.4
-0.83,0.83,0.53,1.73,16.87,-137.71
-0.63,1.05,0.6,11.09,13.49,-128.9
-0.37,1.4,0.73,23.24,11.54,-120.24
-0.14,1.84,0.83,37.52,9.47,-110.34
-0.14,1.84,0.83,37.52,9.47,-110.34
0.0,2.03,0.83,53.89,6.88,-98.4
0.23,2.03,0.79,71.8,6.57,-86.22
0.45,2.03,0.87,89.87,7.18,-72.03
0.61,2.03,1.02,104.18,10.1,-54.22
0.68,2.03,1.16,109.5,17.46,-33.82
0.68,2.03,1.16,109.5,17.46,-33.82
0.64,2.03,1.27,102.85,29.12,-12.6
0.48,2.03,1.39,85.3,43.0,8.74
0.32,2.03,1.52,61.02,55.76,30.77
0.22,2.03,1.66,34.35,64.72,53.97
0.16,2.0,1.73,8.53,69.17,77.89
0.16,2.0,1.73,8.53,69.17,77.89
0.12,1.53,1.71,-14.94,69.06,100.67
0.1,1.04,1.66,-35.96,64.6,119.75
0.15,0.52,1.67,-54.53,56.72,133.39
0.28,-0.15,1.72,-69.19,47.5,141.9
0.3,-0.68,1.49,-75.06,36.97,147.21
0.3,-0.68,1.49,-75.06,36.97,147.21
0.31,-1.05,1.38,-72.19,22.77,150.52
0.23,-1.3,1.41,-65.44,9.26,152.49
0.06,-1.47,1.43,-58.12,-1.28,151.71
-0.1,-1.63,1.35,-50.19,-9.01,146.18
-0.25,-1.8,1.25,-40.61,-14.41,136.49
-0.25,-1.8,1.25,-40.61,-14.41,136.49
-0.41,-1.92,1.14,-29.81,-18.59,124.55
-0.56,-1.96,1.02,-19.28,-22.67,111.52
-0.63,-1.93,0.83,-9.99,-27.51,97.09
-0.71,-1.88,0.72,-1.39,-32.63,80.75
-0.72,-1.82,0.64,5.62,-37.5,60.99
-0.72,-1.82,0.64,5.62,-37.5,60.99
-0.6,-1.68,0.52,10.39,-42.68,38.59
-0.54,-1.55,0.44,12.82,-47.56,16.5
-0.58,-1.45,0.39,12.2,-49.84,-4.69
-0.66,-1.39,0.36,8.86,-47.83,-25.57
-0.77,-1.33,0.34,4.33,-40.74,-45.87
-0.77,-1.33,0.34,4.33,-40.74,-45.87
-0.92,-1.23,0.33,0.34,-28.63,-65.03
-1.13,-1.02,0.31,-1.94,-13.38,-82.55
-1.34,-0.84,0.39,-1.98,1.63,-99.57
-1.47,-0.74,0.47,-1.14,14.48,-114.66
-1.58,-0.56,0.48,0.21,24.15,-123.46
-1.58,-0.56,0.48,0.21,24.15,-123.46
-1.65,-0.31,0.52,3.09,30.1,-126.1
-1.61,-0.06,0.58,7.35,31.84,-125.8
-1.46,0.16,0.63,11.99,29.37,-124.58
-1.27,0.37,0.66,16.72,23.98,-122.65
-1.07,0.6,0.66,21.84,17.12,-119.73
-1.07,0.6,0.66,21.84,17.12,-119.73
-0.87,0.83,0.67,27.54,9.74,-116.2
-0.66,1.09,0.75,34.12,3.11,-112.61
-0.41,1.45,0.87,41.21,-2.42,-108.46
-0.23,1.83,0.89,48.13,-7.89,-102.28
-0.08,2.03,0.82,55.15,-12.13,-94.71
-0.08,2.03,0.82,55.15,-12.13,-94.71
0.15,2.03,0.72,62.34,-14.44,-86.52
0.4,2.03,0.74,69.23,-15.98,-75.53
0.63,2.03,0.86,73.76,-15.8,-60.51
0.84,2.03,0.97,73.5,-12.13,-42.93
0.98,2.03,1.11,67.71,-4.5,-24.35
0.98,2.03,1.11,67.71,-4.5,-24.35
0.97,2.03,1.29,56.76,6.79,-5.17
0.79,2.03,1.39,41.64,20.78,15.04
0.54,2.03,1.45,24.45,34.1,36.19
0.35,2.03,1.52,7.0,43.39,57.21
0.26,1.67,1.6,-9.6,47.49,76.92
0.26,1.67,1.6,-9.6,47.49,76.92
0.22,1.27,1.67,-25.33,47.01,94.37
0.21,0.85,1.7,-40.65,43.16,108.77
0.18,0.39,1.75,-55.69,37.14,119.49
0.12,-0.17,1.71,-68.47,30.82,126.54
-0.02,-0.63,1.51,-74.87,22.58,130.46
-0.02,-0.63,1.51,-74.87,22.58,130.46
-0.14,-1.07,1.48,-75.46,11.86,131.15
-0.25,-1.41,1.42,-74.63,2.06,129.12
-0.38,-1.66,1.28,-72.9,-6.55,124.81
-0.51,-1.84,1.14,-68.12,-14.35,117.87
-0.58,-1.96,1.02,-60.43,-20.94,107.72
-0.58,-1.96,1.02,-60.43,-20.94,107.72
-0.56,-1.97,0.85,-51.43,-26.28,94.47
-0.53,-1.97,0.73,-41.09,-31.73,79.5
-0.56,-1.97,0.66,-30.08,-36.74,62.98
-0.56,-1.86,0.6,-19.29,-41.14,44.14
-0.52,-1.65,0.56,-9.52,-45.26,24.42
-0.52,-1.65,0.56,-9.52,-45.26,24.42
-0.57,-1.48,0.52,-2.38,-48.1,5.44
-0.67,-1.38,0.46,0.92,-48.04,-13.26
-0.76,-1.3,0.41,0.94,-44.62,-32.13
-0.86,-1.2,0.37,-0.86,-38.1,-50.62
-0.97,-1.04,0.36,-3.46,-29.02,-68.07
-0.97,-1.04,0.36,-3.46,-29.02,-68.07
-1.12,-0.78,0.36,-6.28,-18.9,-84.58
-1.2,-0.63,0.4,-9.56,-9.65,-100.88
-1.22,-0.51,0.4,-13.79,-1.83,-114.08
-1.22,-0.32,0.39,-17.47,4.09,-121.69
-1.19,-0.08,0.4,-18.91,7.82,-124.65
-1.19,-0.08,0.4,-18.91,7.82,-124.65
-1.07,0.15,0.4,-17.71,9.22,-125.25
-0.89,0.37,0.38,-13.87,8.25,-124.07
-0.71,0.6,0.39,-7.27,5.32,-120.88
-0.5,0.86,0.45,2.34,1.74,-115.95
-0.26,1.21,0.7,15.61,-2.27,-108.23
-0.26,1.21,0.7,15.61,-2.27,-108.23
-0.07,1.63,0.87,31.27,-6.28,-96.92
0.07,2.0,0.79,47.82,-8.43,-84.21
0.27,2.03,0.67,65.31,-8.76,-72.55
0.48,2.03,0.73,83.47,-9.27,-60.81
0.71,2.03,0.87,99.39,-8.89,-47.67
0.71,2.03,0.87,99.39,-8.89,-47.67
0.87,2.03,1.07,109.02,-5.37,-31.78
0.85,2.03,1.2,108.13,3.38,-12.87
0.66,2.03,1.22,94.25,17.15,6.96
0.41,2.03,1.29,70.18,31.74,27.18
0.22,2.03,1.42,40.68,43.17,48.08
0.22,2.03,1.42,40.68,43.17,48.08
0.15,2.03,1.61,10.14,50.11,69.45
0.15,1.71,1.73,-18.36,54.0,90.42
0.12,1.23,1.72,-43.1,55.39,109.37
0.05,0.73,1.67,-63.61,53.02,124.19
0.05,0.13,1.73,-79.46,46.98,134.1
0.05,0.13,1.73,-79.46,46.98,134.1
-0.0,-0.42,1.58,-87.03,38.01,140.77
-0.09,-0.88,1.54,-86.71,25.64,145.52
-0.21,-1.25,1.52,-84.01,13.49,148.53
-0.34,-1.53,1.41,-80.47,2.21,149.36
-0.47,-1.73,1.29,-73.87,-8.35,147.3
-0.47,-1.73,1.29,-73.87,-8.35,147.3
-0.56,-1.9,1.17,-64.3,-17.06,141.67
-0.54,-1.97,1.03,-53.17,-23.71,132.31
-0.57,-1.97,0.91,-41.07,-29.8,120.83
-0.65,-1.97,0.81,-28.27,-35.11,106.8
-0.64,-1.97,0.69,-14.46,-39.84,88.86
-0.64,-1.97,0.69,-14.46,-39.84,88.86
