ax,ay,az,gx,gy,gz
-0.76,-0.93,0.42,-22.06,-63.77,-91.51
-0.78,-0.78,0.44,-27.64,-49.33,-108.73
-0.8,-0.66,0.47,-33.95,-34.34,-123.74
-0.83,-0.55,0.49,-39.67,-19.63,-134.84
-0.89,-0.43,0.51,-43.36,-5.82,-141.52
-0.96,-0.3,0.55,-44.07,6.42,-144.46
-0.96,-0.3,0.55,-44.07,6.42,-144.46
-1.02,-0.15,0.59,-41.63,16.75,-144.56
-1.05,0.04,0.64,-36.15,25.17,-142.62
-1.06,0.27,0.67,-28.01,31.85,-139.02
-1.03,0.53,0.7,-17.55,36.6,-133.76
-0.95,0.81,0.73,-5.38,38.68,-126.54
-0.95,0.81,0.73,-5.38,38.68,-126.54
-0.85,1.16,0.83,7.51,37.43,-117.21
-0.74,1.51,0.93,19.71,33.54,-106.33
-0.61,1.83,0.99,29.63,28.21,-95.33
-0.38,2.03,0.96,36.46,22.71,-85.75
-0.13,2.03,0.98,41.28,17.38,-75.98
-0.13,2.03,0.98,41.28,17.38,-75.98
0.11,2.03,1.03,43.93,14.91,-63.42
0.23,2.03,1.05,42.41,16.64,-46.53
0.29,2.03,1.01,35.34,22.48,-27.35
0.33,2.03,0.98,23.6,30.73,-8.4
0.37,2.02,1.05,10.0,39.75,9.51
0.37,2.02,1.05,10.0,39.75,9.51
0.41,1.84,1.15,-2.35,48.34,26.88
0.43,1.67,1.2,-10.68,55.24,44.03
0.43,1.51,1.22,-13.67,58.65,60.73
0.43,1.4,1.3,-12.18,58.03,76.63
0.42,1.29,1.39,-8.66,54.68,91.62
0.42,1.29,1.39,-8.66,54.68,91.62
0.39,1.16,1.46,-5.62,50.24,105.5
0.37,0.98,1.51,-4.61,45.63,117.86
0.35,0.75,1.55,-6.13,41.08,128.39
0.31,0.5,1.58,-9.67,36.5,136.95
0.22,0.22,1.59,-13.68,30.71,142.96
0.22,0.22,1.59,-13.68,30.71,142.96
0.12,-0.08,1.57,-15.97,22.23,145.82
0.09,-0.38,1.54,-15.59,11.19,145.66
0.11,-0.65,1.5,-13.27,-0.75,143.35
0.08,-0.84,1.46,-9.73,-12.0,139.87
-0.01,-0.97,1.44,-6.35,-22.3,134.55
-0.01,-0.97,1.44,-6.35,-22.3,134.55
-0.12,-1.07,1.41,-3.84,-31.45,126.11
-0.22,-1.21,1.35,-2.12,-39.26,114.44
-0.32,-1.36,1.27,-1.32,-45.5,100.48
-0.39,-1.5,1.18,-1.13,-50.49,84.91
-0.45,-1.62,1.05,-1.52,-55.0,68.75
-0.45,-1.62,1.05,-1.52,-55.0,68.75
-0.54,-1.66,0.92,-2.2,-58.98,52.18
-0.61,-1.65,0.75,-2.17,-62.83,34.86
-0.66,-1.6,0.6,-0.69,-66.23,16.55
-0.68,-1.48,0.54,2.4,-69.39,-2.51
-0.67,-1.35,0.57,5.36,-72.14,-22.08
-0.67,-1.35,0.57,5.36,-72.14,-22.08
-0.67,-1.18,0.6,5.59,-73.44,-41.07
-0.7,-1.02,0.6,2.38,-71.91,-59.71
-0.72,-0.91,0.58,-3.39,-66.26,-78.65
-0.77,-0.81,0.53,-10.59,-56.76,-97.27
-0.84,-0.7,0.5,-18.36,-45.07,-114.25
-0.84,-0.7,0.5,-18.36,-45.07,-114.25
-0.93,-0.58,0.48,-25.99,-32.76,-128.64
-1.01,-0.46,0.48,-32.88,-20.88,-139.81
-1.05,-0.36,0.49,-38.36,-10.58,-147.23
-1.06,-0.24,0.5,-41.88,-2.35,-150.87
-1.04,-0.13,0.51,-42.91,3.89,-151.17
