ax,ay,az,gx,gy,gz
-0.04,0.01,1.01,-3.27,-3.23,-2.19
-0.04,0.01,1.01,-3.27,-3.23,-2.19
-0.03,0.01,1.01,-3.4,-3.5,-2.16
-0.03,0.0,1.0,-3.28,-3.49,-2.17
-0.02,0.0,1.0,-2.84,-3.17,-2.16
-0.03,0.01,1.01,-2.15,-2.62,-2.07
-0.04,0.01,1.0,-1.36,-2.02,-1.94
-0.04,0.01,1.0,-1.36,-2.02,-1.94
-0.04,0.02,1.0,-0.61,-1.58,-1.78
-0.05,0.03,1.0,0.03,-1.33,-1.65
-0.05,0.03,1.01,0.44,-1.23,-1.58
-0.05,0.04,1.01,0.58,-1.27,-1.58
-0.04,0.04,1.0,0.42,-1.45,-1.61
-0.04,0.04,1.0,0.42,-1.45,-1.61
-0.04,0.04,1.0,-0.03,-1.74,-1.63
-0.04,0.03,1.0,-0.72,-2.1,-1.65
-0.04,0.03,0.99,-1.48,-2.49,-1.71
-0.04,0.02,0.99,-2.2,-2.85,-1.79
-0.03,0.01,0.99,-2.83,-3.08,-1.91
-0.03,0.01,0.99,-2.83,-3.08,-1.91
-0.03,0.01,0.99,-3.28,-3.14,-1.97
-0.03,-0.0,0.98,-3.5,-3.02,-1.97
-0.03,-0.01,0.98,-3.39,-2.79,-1.89
-0.03,-0.01,0.98,-2.98,-2.44,-1.76
-0.04,-0.0,0.98,-2.31,-2.03,-1.62
-0.04,-0.0,0.98,-2.31,-2.03,-1.62
-0.04,0.01,0.99,-1.47,-1.6,-1.48
-0.05,0.02,1.0,-0.61,-1.18,-1.39
-0.06,0.04,1.01,0.1,-0.82,-1.36
-0.07,0.05,1.02,0.51,-0.63,-1.36
-0.07,0.06,1.03,0.42,-0.69,-1.42
-0.07,0.06,1.03,0.42,-0.69,-1.42
-0.07,0.06,1.03,-0.24,-1.04,-1.49
-0.06,0.05,1.02,-1.39,-1.63,-1.56
-0.06,0.03,1.01,-2.76,-2.34,-1.61
-0.05,0.01,1.0,-4.03,-3.1,-1.67
-0.04,-0.01,0.99,-4.95,-3.78,-1.7
-0.04,-0.01,0.99,-4.95,-3.78,-1.7
-0.02,-0.02,0.99,-5.37,-4.29,-1.7
-0.02,-0.03,0.99,-5.22,-4.52,-1.67
-0.01,-0.03,0.98,-4.49,-4.43,-1.6
-0.02,-0.02,0.98,-3.31,-4.08,-1.49
-0.02,-0.01,0.99,-1.92,-3.57,-1.42
-0.02,-0.01,0.99,-1.92,-3.57,-1.42
-0.03,0.01,1.0,-0.51,-2.98,-1.42
-0.04,0.03,1.01,0.63,-2.37,-1.49
-0.05,0.05,1.01,1.39,-1.87,-1.6
-0.06,0.06,1.02,1.57,-1.53,-1.78
