ax,ay,az,gx,gy,gz
0.04,-0.18,1.05,-16.03,-2.68,18.62
0.03,-0.18,1.05,-14.1,-1.78,17.43
-0.0,-0.18,1.04,-11.57,-0.47,16.12
-0.04,-0.15,1.05,-8.47,0.91,14.54
-0.06,-0.11,1.06,-5.16,1.98,12.6
-0.07,-0.07,1.07,-2.09,2.63,10.36
-0.07,-0.07,1.07,-2.09,2.63,10.36
-0.07,-0.03,1.07,0.39,2.94,7.96
-0.06,0.0,1.07,2.07,2.97,5.52
-0.05,0.02,1.07,2.9,2.78,2.97
-0.04,0.03,1.05,3.03,2.41,0.53
-0.06,0.04,1.04,2.72,1.9,-1.46
-0.06,0.04,1.04,2.72,1.9,-1.46
-0.07,0.04,1.02,2.31,1.27,-3.28
-0.08,0.05,1.01,2.05,0.56,-5.06
-0.09,0.06,1.01,2.12,0.04,-6.53
-0.11,0.08,1.01,2.58,-0.2,-7.92
-0.11,0.11,1.01,3.36,-0.15,-9.32
-0.11,0.11,1.01,3.36,-0.15,-9.32
-0.12,0.14,1.02,4.27,0.15,-10.6
-0.13,0.18,1.03,5.08,0.65,-11.74
-0.14,0.2,1.03,5.54,1.21,-12.75
-0.15,0.22,1.04,5.54,1.72,-13.59
-0.16,0.23,1.03,5.15,2.13,-14.21
-0.16,0.23,1.03,5.15,2.13,-14.21
-0.18,0.23,1.02,4.57,2.36,-14.52
-0.2,0.23,1.01,4.06,2.31,-14.67
-0.2,0.23,1.01,3.83,1.89,-14.75
-0.18,0.23,1.02,3.87,1.14,-14.79
-0.17,0.24,1.02,4.03,0.26,-14.68
-0.17,0.24,1.02,4.03,0.26,-14.68
-0.16,0.25,1.03,4.14,-0.61,-14.31
-0.16,0.24,1.03,4.05,-1.42,-13.75
-0.15,0.24,1.02,3.82,-2.16,-13.12
-0.14,0.23,1.0,3.6,-2.72,-12.5
-0.13,0.22,0.99,3.51,-3.03,-11.85
-0.13,0.22,0.99,3.51,-3.03,-11.85
-0.13,0.22,0.98,3.63,-3.24,-11.14
-0.15,0.22,0.98,3.86,-3.51,-10.38
-0.15,0.23,0.98,4.02,-4.01,-9.73
-0.13,0.23,0.99,3.89,-4.68,-9.23
-0.11,0.23,0.98,3.31,-5.35,-8.83
-0.11,0.23,0.98,3.31,-5.35,-8.83
-0.1,0.21,0.96,2.38,-5.85,-8.41
-0.11,0.19,0.95,1.35,-6.15,-7.98
-0.11,0.17,0.93,0.48,-6.19,-7.63
-0.11,0.15,0.92,0.02,-5.88,-7.42
-0.1,0.15,0.92,-0.0,-5.28,-7.28
-0.1,0.15,0.92,-0.0,-5.28,-7.28
-0.12,0.16,0.91,0.32,-4.5,-7.09
-0.13,0.16,0.91,0.81,-3.66,-6.95
-0.13,0.17,0.92,1.35,-2.66,-6.92
-0.13,0.19,0.93,1.66,-1.5,-7.03
-0.14,0.2,0.94,1.33,-0.31,-7.18
-0.14,0.2,0.94,1.33,-0.31,-7.18
-0.15,0.18,0.93,0.19,0.83,-7.38
-0.15,0.17,0.91,-1.46,1.86,-7.72
-0.14,0.15,0.9,-3.31,2.98,-8.14
-0.14,0.13,0.89,-4.96,4.33,-8.51
-0.14,0.11,0.89,-6.48,5.81,-8.93
-0.14,0.11,0.89,-6.48,5.81,-8.93
-0.14,0.1,0.87,-7.79,7.55,-9.27
-0.14,0.09,0.87,-8.62,9.45,-9.54
-0.15,0.08,0.86,-8.92,11.63,-9.88
-0.16,0.08,0.86,-8.63,14.2,-10.23
-0.17,0.09,0.86,-7.85,17.0,-10.54
-0.17,0.09,0.86,-7.85,17.0,-10.54
